parcel_address,stop_name,distance
252 N 52ND ST,52nd St & Haverford Av - FS,0.00
5201 MARKET ST,52nd St & Market St - south,0.00
5201 BALTIMORE AVE,52nd St & Baltimore Av,0.00
5401 CHESTER AVE,54th St & Chester Av,0.00
5136 BALTIMORE AVE,52nd St & Baltimore Av,0.00
5142-48 MARKET ST,52nd St & Market St - north,0.00
301 N 52ND ST,52nd St & Haverford Av - FS,0.00
683 N 52ND ST,52nd St & Girard Av,0.00
3900 N 10TH ST,Luzerne St & 12th St - MBFS,0.00
186 MANHEIM ST,Wayne Av & Manheim St,0.00
6835 WAYNE AVE,Wayne Av & Carpenter Ln ,0.00
801 CARPENTER LN,Wayne Av & Carpenter Ln,0.00
5100 WAYNE AVE,Wayne Av & Manheim St,0.00
4530 WAYNE AVE,Wayne Av & Berkley St,0.00
2801 KENSINGTON AVE,Somerset,0.00
2802 KENSINGTON AVE,Kensington Av & Somerset St,0.00
7200 OLD YORK RD,Old York Rd & Cheltenham Av - FS,0.00
8248-50 ROCKWELL AVE,Old York Rd & Fairway - MBFS,0.05
9040 PINE RD,Old York Rd & Edgehill Rd,0.06
9663 PINE RD,Willow Grove Park Mall,0.07
3454-58 W CHELTENHAM AVE,Prudential Office Campus ,0.08
8500 ESSINGTON AVE,Hog Island Rd at UPS Lot,0.02
100 COUNTY LINE RD,Cross Keys Center Doylestown,0.23
100 COUNTY LINE RD,Easton Rd & Maple Av - FS,0.15
1 RED LION RD,Turnpike Dr & Angelo's,0.07
8500 ESSINGTON AVE,UPS Air Hub & Hog Island Rd - onsite,0.02
9040 PINE RD,Old York Rd & Edgehill Rd,0.06
8232 BURHOLME AVE,Old York Rd & Harte Rd,0.05
7200 OLD YORK RD,Old York Rd & Cheltenham Av,0.00
1901-25 E HUNTING PARK AVE,Torresdale Av & Hunting Park Av,0.00
1601-15 E ERIE AVE,Erie Av & Kensington Av - FS,0.00
100 E ERIE AVE,Erie Av & Front St,0.00
935 W ERIE AVE,Erie Av & 10th St,0.00
100 W ERIE AVE,Erie Av & Front St,0.00
3915 KENSINGTON AVE,Erie-Torresdale,0.00
3900 JASPER ST,Torresdale Av & Hunting Park Av,0.00
1050 W NEDRO AVE,Fern Rock Transportation Center,0.00
6150-60 N 5TH ST,Godfrey Av & 5th St,0.00
194 W CHELTENHAM AVE,Cheltenham Av & 2nd St - FS,0.00
5550 RISING SUN AVE,Olney Av & Rising Sun Av Loop,0.00
137 W WYOMING AVE,Rising Sun Av & Wyoming Av,0.00
101 W ERIE AVE,Front St & Erie Av,0.00
400-08 W GIRARD AVE,4th St & Girard Av - FS,0.00
101 N INDEPENDENCE MALL E,4th St & Market St,0.00
401-41 WASHINGTON AVE,4th St & Washington Av,0.00
401 OREGON AVE,4th St & Oregon Av,0.00
2651 S 2ND ST,2nd St & Oregon Av - FS,0.00
1103 S 3RD ST,3rd St & Ellsworth St,0.00
248-50 MARKET ST,3rd St & Market St,0.00
100 E ERIE AVE,Front St & Erie Av,0.00
4665 RISING SUN AVE,Rising Sun Av & Wyoming Av ,0.00
200-16 W CHELTENHAM AVE,2nd St & Cheltenham Av - FS,0.00
6201 N 5TH ST,Godfrey Av & 5th St,0.00
5208 FRANKFORD AVE,Frankford Transportation Center - Rt 58,0.00
2300 COTTMAN AVE,Bustleton Av & Cottman Av,0.00
2095 RED LION RD,Red Lion Rd & Haldeman Av - FS,0.00
11000 BUSTLETON AVE,Tomlinson Rd & Bustleton Av - MBFS,0.00
684 RENNARD ST,Rennard St & Bustleton Av,0.00
15501 BUSTLETON AVE,Bustleton Av & County Line,0.00
15225 WAYSIDE RD,Elmwood Av & Brownsville Rd,0.03
15225 WAYSIDE RD,Elmwood Av & Brownsville Rd - FS,0.03
15501 BUSTLETON AVE,Bustleton Av & County Line,0.00
11000 BUSTLETON AVE,Bustleton Av & Tomlinson Rd,0.00
685 RENNARD ST,Bustleton Av & Rennard St,0.00
10153-99 BUSTLETON AVE,Bustleton Av & Verree Rd,0.00
8278 BUSTLETON AVE,Bustleton Av & Strahle St - FS,0.00
6331-41 CASTOR AVE,Castor Av & Levick St,0.00
7257 CASTOR AVE,Castor Av & Cottman Av,0.00
7325 ELGIN AVE,Alma Loop,0.00
7300 CASTOR AVE,Castor Av & Elgin Av ,0.00
6400 CASTOR AVE,Castor Av & Levick St,0.00
4706 OXFORD AVE,Oxford Av & Frankford Av ,0.00
2527-35 W ALLEGHENY AVE,Allegheny Av & 26th St,0.00
7124-62 RIDGE AVE,Ridge Av & Domino Ln - FS,0.00
5114 UMBRIA ST,Umbria St & Domino Ln - FS,0.00
3250 RIDGE AVE,Ridge Av & Dauphin St ,0.00
1830-54 RIDGE AVE,Ridge Av & Girard Av,0.00
27 N 9TH ST,9th St & Cuthbert St,0.00
1811-13 RIDGE AVE,Ridge Av & Girard Av,0.00
3227 RIDGE AVE,Ridge Av & Dauphin St,0.00
3497 RIDGE AVE,Ridge Av & Lehigh Av,0.00
3933-35 RIDGE AVE,Ridge Av & Allegheny Av,0.00
5125 UMBRIA ST,Umbria St & Domino Ln,0.00
4555 RISING SUN AVE,Rising Sun Av & Courtland St ,0.00
1001 S BROAD ST,Washington Av & Broad St,0.00
1301-07 S 33RD ST,33rd St & Wharton St,0.00
4626 MARKET ST,Farragut St & Market St,0.00
4628 MARKET ST,Farragut St & Market St - FS,0.00
1100 S BROAD ST,Washington Av & Broad St,0.00
625 WALNUT LN,Walnut Ln & Henry Av,0.00
5627-33 GERMANTOWN AVE,Germantown Av & Chelten Av ,0.00
5700-04 GERMANTOWN AVE,Germantown Av & Chelten Av,0.00
640 W WALNUT LN,Walnut Ln & Henry Av,0.00
4500 CITY AVE,City Av & Belmont Av - MBFS,0.00
9961 FRANKFORD AVE,City Line Loop,0.00
7934 FRANKFORD AVE,Frankford Av & Rhawn St - FS,0.00
7302-14 FRANKFORD AVE,Frankford Av & Cottman Av,0.00
6300 FRANKFORD AVE,Frankford Av & Robbins Av,0.00
6271 FRANKFORD AVE,Frankford Av & Robbins Av,0.00
7253 FRANKFORD AVE,Frankford Av & Cottman Av,0.00
8001-05 FRANKFORD AVE,Frankford Av & Rhawn St - FS,0.00
7965 VERREE RD,Verree Rd & Rhawn St,0.00
800 RED LION RD,Verree Rd & Red Lion Rd,0.00
10001 SANDMEYER LN,Sandmeyer Ln & Red Lion Rd - MBFS,0.00
10188 BUSTLETON AVE,Verree Rd & Bustleton Av,0.00
11653 ACADEMY RD,Academy Rd & Comly Rd - FS,0.00
3301 ATMORE RD,Medford Rd & Atmore Rd - FS,0.00
2845 COMLY RD,Comly Rd & Caroline Rd,0.00
10153-99 BUSTLETON AVE,Bustleton Av & Verree Rd,0.00
730-46 RED LION RD,Verree Rd & Red Lion Rd - FS,0.00
8000 VERREE RD,Verree Rd & Rhawn St,0.00
2701 S 10TH ST,10th St & Oregon Av ,0.00
2001 MOYAMENSING RD,Moyamensing Av & 20th St,0.00
4141 ISLAND AVE,Island Av & Penrose Av - MBFS,0.00
8401 BARTRAM AVE,Bartram Av & 84th St - MBFS,0.00
7226 FRANKFORD AVE,Frankford Av & Wellington St ,0.00
8350 ENTERPRISE AVE,Enterprise Av & Fort Mifflin - FS,0.00
8400 EXECUTIVE AVE,Executive Av & Enterprise Av - FS,0.00
3101 S 20TH ST,Penrose Av & 20th St - FS,0.00
2655 S 10TH ST,Oregon Av & 10th St ,0.00
400 W CHELTENHAM AVE,Oak Lane & Cheltenham Av,0.00
7106-10 FRANKFORD AVE,Frankford Av & Princeton Av ,0.00
6800 FRANKFORD AVE,Frankford Av & Knorr St ,0.00
7275 RISING SUN AVE,Cottman Av & Oxford Av,0.00
1638-40 COTTMAN AVE,Cottman Av & Summerdale Av,0.00
2620 COTTMAN AVE,Cottman Av & Roosevelt Blvd,0.00
7999 STATE RD,State Rd & Rhawn St,0.00
8000 STATE RD,State Rd & Rhawn St,0.00
7300 TORRESDALE AVE,Cottman Av & Ditman St,0.00
2801 COTTMAN AVE,Cottman Av & Roosevelt Blvd,0.00
2261 COTTMAN AVE,Cottman Av & Bustleton Av - FS,0.00
1901 COTTMAN AVE,Cottman Av & Loretto Av,0.00
1337 COTTMAN AVE,Cottman Av & Whitaker Av - FS,0.00
1005 COTTMAN AVE,Cottman Av & Oxford Av ,0.00
501 COTTMAN AVE,Central Av & Cottman Av - FS,0.00
400 W CHELTENHAM AVE,Oak Lane Rd & Valley Rd,0.00
5000 RICHMOND ST,Bridge St & Thompson St,0.00
2628-30 BRIDGE ST,Bridge St & Thompson St,0.00
3252 RICHMOND ST,Richmond St & Westmoreland St - FS,0.00
4701 N 5TH ST,Wyoming Av & 5th St,0.00
4701-07 N BROAD ST,Wyoming Av & Broad St,0.00
4618 N BROAD ST,Wyoming Av & Broad St ,0.00
4654-62 N 5TH ST,Wyoming Av & 5th St,0.00
1101 E CAYUGA ST,Wyoming Av & Castor Av - MBNS,0.00
250 E WILLOW GROVE AVE,Willow Grove Av & Wyndmoor St - FS,0.00
3200-10 W CHELTENHAM AVE,Easton Rd & Glenside Av,0.03
2332 W CHELTENHAM AVE,Township Line Rd & Greenwood Av - FS,0.03
7370 CENTRAL AVE,Cadwalader Av & Township Line Rd,0.02
2250 COTTMAN AVE,Cottman Av & Bustleton Av,0.00
7201 E ROOSEVELT BLVD,St Vincent St & Roosevelt Blvd,0.00
7370 CENTRAL AVE,Township Line Rd & Cadwalader Av,0.02
7911-17 OGONTZ AVE,Greenwood Av & Glenside Av,0.03
3200-10 W CHELTENHAM AVE,Glenside Av & Easton Rd,0.03
8000R ANDERSON ST,Willow Grove Av & Wyndmoor Station,0.00
2930 SNYDER AVE,Snyder Av & 29th St,0.00
2100 S 20TH ST,Snyder Av & 20th St,0.00
2049 S 18TH ST,Snyder Av & 18th St,0.00
3454-58 W CHELTENHAM AVE,Fitzwatertown Rd & Jenkintown Rd - FS,0.04
9663 PINE RD,Moreland Rd & Fitzwater Rd - MBFS,0.08
3454-58 W CHELTENHAM AVE,Dresher Rd & Business Ctr Dr - MBFS,0.09
9620 PINE RD,Dresher Rd & Gibraltar Rd - MBNS,0.11
6700 FRANKFORD AVE,Frankford Av & Unruh Av ,0.00
9663 PINE RD,Moreland Rd & Fitzwatertown Rd ,0.08
3454-58 W CHELTENHAM AVE,Fitzwatertown Rd & Jenkintown Rd - MBNS,0.04
5000 COMLY ST,Tacony St & Comly St,0.00
7301 TORRESDALE AVE,Torresdale Av & Cottman Av - FS,0.00
4980 RHAWN ST,Rhawn St & State Rd,0.00
5005 LINDEN AVE,State Rd & Linden  Av,0.00
4909 GRANT AVE,Grant Av & James St - FS,0.00
9900 FRANKFORD AVE,Morrell Av & Frankford Av - FS,0.00
12131-41 KNIGHTS RD,Knights Rd & Franklin Mill Blvd,0.00
15000 E ROOSEVELT BLVD,Southhampton Rd & Roosevelt Blvd - FS,0.00
15200 BUSTLETON AVE,County Line Rd & Bustleton Av - FS,0.00
15000 E ROOSEVELT BLVD,Southampton Rd & Roosevelt Blvd,0.00
3738 ACADEMY RD,Knights Rd & Academy Rd - FS,0.00
9899 FRANKFORD AVE,Morrell Av & Frankford Av,0.00
9600R JAMES ST,Grant Av & James St - Torresdale Station,0.00
7300 TORRESDALE AVE,Torresdale Av & Cottman Av,0.00
6001 TACONY ST,Tacony St & Comly St,0.00
6600 FRANKFORD AVE,Frankford Av & Magee Av ,0.00
2000 DEVEREAUX AVE,Bustleton Av & Devereux Av,0.00
3001 DEVEREAUX AVE,Battersby St & Devereux Av - FS,0.00
3100 COTTMAN AVE,Hawthorne St & Cottman Av,0.00
3000 HOLME AVE,Welsh Rd & Holme Av ,0.00
8724 CRISPIN ST,Holme Av & Pennypack St,0.00
8724 CRISPIN ST,Crispin St & Willits Rd,0.00
1708 WELSH RD,Banes St & Welsh Rd,0.00
9289 DARLINGTON RD,Darlington Rd & Welsh Rd,0.00
9620 PINE RD,Huntingdon Pk & Bethayres Station,0.02
9040 PINE RD,Huntingdon Pk & Holy Redeemer Hosp - FS,0.02
436 WELSH RD,Welsh Rd & Darlington Rd,0.00
1630-90 WELSH RD,Welsh Rd & Banes St,0.00
9042 E ROOSEVELT BLVD,Welsh Rd & Roosevelt Blvd ,0.00
8901 CONVENT AVE,Holme Av & Convent Av,0.00
2998 WELSH RD,Welsh Rd & Holme Av ,0.00
3000 COTTMAN AVE,Hawthorne St & Cottman Av - FS,0.00
2957 DEVEREAUX AVE,Battersby St & Devereaux Av,0.00
1949 DEVEREAUX AVE,Bustleton Av & Deveraux Av,0.00
4114-90 G ST,G St & Hunting Park Av - FS,0.00
2638-48 E CUMBERLAND ST,Aramingo Av & Moyer St,0.00
4133-53 G ST,G St & Hunting Park Av ,0.00
6500 FRANKFORD AVE,Frankford Av & Hellerman St ,0.00
3201 LEVICK ST,Frankford Av & Levick St ,0.00
7701 LINDBERGH BLVD,78th St & Lindbergh Blvd - FS,0.00
2500 ISLAND AVE,Elmwood Av & Island Av,0.00
6601 ELMWOOD AVE,67th St & Elmwood Av - FS,0.00
6422 ELMWOOD AVE,65th St & Elmwood Av,0.00
6438 WOODLAND AVE,65th St & Woodland Av ,0.00
6900 COBBS CREEK PKWY,Church Ln & Chester Av - FS,0.00
6212-14 FRANKFORD AVE,Frankford Av & Hawthorne St ,0.00
6300 SPRUCE ST,69th Street Blvd & Marshall Rd - FS,0.01
6301 MARKET ST,69th St Transportation Center South Terminal,0.00
6300 SPRUCE ST,69th St & Marshall Rd,0.01
6300 SPRUCE ST,Church Ln & Baltimore Av,0.01
6900 COBBS CREEK PKWY,Church Ln & Chester Av,0.00
2046 S 68TH ST,68th St & Greenway Av,0.00
6501-03 WOODLAND AVE,65th St & Woodland Av,0.00
6501 ELMWOOD AVE,65th St & Elmwood Av,0.00
7339 W PASSYUNK AVE,Passyunk Av & Island Av,0.00
7701 LINDBERGH BLVD,78th St & Lindbergh Blvd,0.00
6112 FRANKFORD AVE,Frankford Av & Battersby St ,0.00
5700 FRANKFORD AVE,Frankford Av & Comly St ,0.00
8500 ESSINGTON AVE,Philadelphia Airport Terminal B,0.00
2300 RACE ST,23rd St & Race St - FS,0.00
5000-02 CITY AVE,City Av & Bala Av,0.00
6700 GERMANTOWN AVE,Germantown Av & Westview St,0.00
3800 GERMANTOWN AVE,Germantown Av & Butler St,0.00
1214-22 W ONTARIO ST,Germantown Av & Rising Sun Av,0.00
2700 GERMANTOWN AVE,Germantown Av & Lehigh Av,0.00
1201 W GIRARD AVE,12th St & Girard Av,0.00
1201-21 WASHINGTON AVE,12th St & Washington Av,0.00
2700 S 11TH ST,Oregon Av & 11th St ,0.00
1101-09 S 11TH ST,11th St & Washington Av,0.00
1030 W GIRARD AVE,11th St & Girard Av,0.00
2649-53 GERMANTOWN AVE,Germantown Av & Lehigh Av,0.00
3653 GERMANTOWN AVE,Germantown Av & Erie Av,0.00
3799 GERMANTOWN AVE,Germantown Av & Butler St,0.00
6721-39 GERMANTOWN AVE,Germantown Av & Westview St - FS,0.00
1901-45 W GIRARD AVE,19th St & Girard Av,0.00
1101-33 S 9TH ST,9th St & Washington Av,0.00
800-12 SPRING GARDEN ST,8th St & Spring Garden St - MBFS,0.00
9187 FRANKFORD AVE,Frankford Av & Gregg St Loop,0.00
3594 GRANT AVE,Fordham Rd & Grant Av - FS,0.00
9531 FORDHAM RD,Fordham Rd & Grant Av,0.00
3301 SOLLY AVE,Solly Av & Rowland Av,0.00
3201 RYAN AVE,Rowland Av & Ryan Av,0.00
3000 COTTMAN AVE,Cottman Av & Hawthorne St,0.00
2105 BRIDGE ST,Bridge St & Torresdale Av,0.00
1001 W LUZERNE ST,Lycoming St & 10th St,0.00
3600 RICHMOND ST,Richmond St & Venango St,0.00
3589 RICHMOND ST,Richmond St & Venango St,0.00
1400 LINDLEY AVE,Logan,0.00
4700-08 N BROAD ST,Wyoming,0.00
4134-56 N BROAD ST,Hunting Park,0.00
2230 N BROAD ST,Susquehanna-Dauphin,0.00
1600-36 N BROAD ST,Cecil B. Moore,0.00
700-02 N BROAD ST,Fairmount,0.00
490 N BROAD ST,Spring Garden Station - BSL,0.00
219-25 N BROAD ST,Race-Vine,0.00
1400 JOHN F KENNEDY BLVD,City Hall Station - BSL,0.00
200 S BROAD ST,Walnut-Locust,0.00
500-10 S BROAD ST,Lombard-South,0.00
1164 S BROAD ST,Ellsworth-Federal,0.00
1624 S BROAD ST,Tasker-Morris,0.00
2100 S BROAD ST,Snyder,0.00
900 WISES MILL RD,Henry Av & Cinnaminson St,0.00
2900 POPLAR ST,Poplar St & 29th St,0.00
1801 VINE ST,Vine St & 19th St,0.00
6301 CHEW AVE,Washington Ln & Chew Av,0.00
100-26 W CHELTEN AVE,Greene St & Chelten Av - FS,0.00
4200 WISSAHICKON AVE,Wissahickon Av & Ruffner St,0.00
1417 W ERIE AVE,Erie Av & Broad St - H FS,0.00
4301-15 WISSAHICKON AVE,Wissahickon Av & Roberts Av - MBNS,0.00
4301-15 WISSAHICKON AVE,Wissahickon Av & Roberts Av,0.00
75-77 W CHELTEN AVE,Greene St & Chelten Av - FS,0.00
554 E WASHINGTON LN,Washington Ln & Chew Av,0.00
7447 ANDREWS AVE,Andrews Av & Cheltenham Av ,0.00
20 W MOUNT PLEASANT AVE,Mt Pleasant Av & Germantown Av,0.00
5600-06 MARKET ST,Market St & 56th St,0.00
1500-42 MARKET ST,15th St Station - MFL,0.00
5603 MARKET ST,Market St & 56th St - FS,0.00
6 N 57TH ST,Market St & 57th St - FS,0.00
5801-03 MARKET ST,Market St & 58th St - FS,0.00
13 N SALFORD ST,Market St & 59th St - FS,0.00
5342 MARKET ST,Market St & 54th St - FS,0.00
5600-14 CHESTNUT ST,56th St & Chestnut St - FS,0.00
2001 S 58TH ST,58th St & Kingsessing Av,0.00
9709 BRIDLE RD,Welsh Rd & Bridle Rd,0.00
8000 VERREE RD,Rhawn St & Verree Rd - FS,0.00
12499 TORREY RD,Academy Rd & Torrey Rd,0.00
15150 E ROOSEVELT BLVD,Southhampton Rd & Roosevelt - MBNS,0.00
2651 SOUTHAMPTON RD,Southampton Rd & Carter Rd,0.00
2261 COTTMAN AVE,Bustleton Av & Cottman Av,0.00
10100 BUSTLETON AVE,Bustleton Av & Proctor Rd,0.00
8800 RISING SUN AVE,Krewstown Rd & Rising Sun Av,0.00
8601 VERREE RD,Verree Rd & Marchman Rd - MBFS,0.00
3224 BYBERRY RD,Byberry Rd & Academy Rd ,0.00
3000 BYBERRY RD,Byberry Rd  & Thornton Rd - FS,0.00
4301 BYBERRY RD,Mechanicsville Rd & Knights Rd,0.00
11081 KNIGHTS RD,Knights Rd & Lancelot Pl - MBFS,0.00
3001-23 MARKET ST,30th St & Market St - MBNS,0.00
8482 HAGYS MILL RD,Main St & Trooper Rd,0.15
,Ridge Pk & E Mount Kirk Av - FS,0.18
9600 STENTON AVE,SCI Phoenix,0.24
,Ridge Pk & Eaglestream Dr,0.18
8482 HAGYS MILL RD,Main St & Egypt Rd - MBNS,0.14
7800 CITY AVE,Exton Square Mall & County Library,0.35
7800 CITY AVE,Marshall St & Montgomery Av - FS,0.32
7800 CITY AVE,Marshall St & Montgomery Av - Chester Co Hosp,0.32
7800 CITY AVE,Pottstown Pk & US 30,0.35
,Main St & 9th Av,0.24
27 RIVER RD,High St & Armand Hammer Blvd,0.40
27 RIVER RD,High St & York St - MBFS,0.43
27 RIVER RD,Montgomery County Community College,0.43
27 RIVER RD,High St & Armand Hammer Blvd,0.40
8482 HAGYS MILL RD,Philadelphia Premium Outlets,0.36
,Main St & 9th Av,0.24
9600 STENTON AVE,Bethlehem Pk & Springfield Av - MBFS,0.02
9600 STENTON AVE,Butler Av & Main St - MBFS,0.06
9600 STENTON AVE,Old Penllyn Pk & Wister Av - MBNS,0.08
9600 STENTON AVE,North Wales & Welsh Rd - FS,0.14
9600 STENTON AVE,Montgomery Mall,0.14
9600 STENTON AVE,North Wales Rd & Main St,0.14
9600 STENTON AVE,Church Rd & Sumneytown Pk - MBFS,0.14
9600 STENTON AVE,Old Penllyn Pk & Wister Av - MBFS,0.08
9600 STENTON AVE,Main St & Butler Av,0.06
9600 STENTON AVE,Bethlehem Pk & Springfield Av - MBFS,0.02
9600 STENTON AVE,East Norriton Crossing Shp Cntr,0.10
9101 AYRDALE CRESCENT,Metroplex Shopping Center,0.06
27 RIVER RD,Horizon Dr & Church Rd - MBNS,0.08
27 RIVER RD,Gulph Mills Station - on street,0.08
27 RIVER RD,Horizon Dr & Church Rd - MBFS,0.08
9600 STENTON AVE,East Norriton Crossing Shop Ctr,0.10
8482 HAGYS MILL RD,Norristown Transportation Center,0.10
900 NORTHWESTERN AVE,Pine St & Logan St,0.11
9600 STENTON AVE,Dekalb Pk & Germantown Av - MBNS,0.10
9600 STENTON AVE,Montgomery County Community College,0.10
9600 STENTON AVE,Walnut St & 5th St - MBNS,0.13
9600 STENTON AVE,Broad St & Front St,0.24
9600 STENTON AVE,Landis Market - Telford,0.26
9600 STENTON AVE,Broad St & Front St - FS,0.24
9600 STENTON AVE,Broad St & Market St,0.20
9600 STENTON AVE,Walnut St & 5th St,0.13
9600 STENTON AVE,Dekalb Pk & Germantown Av - MBFS,0.10
900 NORTHWESTERN AVE,Pine St & Logan St,0.11
950 NORTHWESTERN AVE,Swede St & Johnson Hwy,0.11
475 SPRING LN,Harding Blvd & James St,0.11
8482 HAGYS MILL RD,Stanbridge St & Marshall St,0.11
475 SPRING LN,Ridge Pk & Alan Wood Rd,0.06
8482 HAGYS MILL RD,Hector St & North Ln,0.03
8482 HAGYS MILL RD,Hector St & North Ln,0.03
8482 HAGYS MILL RD,Marshall St & Stanbridge St,0.11
689 SPRING LN,Laurel Dr & The Oval,0.12
475 SPRING LN,Harding Blvd & James St,0.11
9600 STENTON AVE,Arch Rd & Germantown Pk,0.09
9600 STENTON AVE,Butler Av & Main St,0.06
9600 STENTON AVE,Pennsylvania Av & Fort Wash Av,0.05
9600 STENTON AVE,Arch Rd & Germantown Pk - MBFS,0.09
8482 HAGYS MILL RD,4th St & Ford St,0.09
27 RIVER RD,1st Av & Freedom Business Center Dr,0.16
27 RIVER RD,Egypt Rd & Shannondell Blvd - FS,0.16
27 RIVER RD,Church St & Main St - FS,0.26
27 RIVER RD,Phoenixville Plaza,0.28
27 RIVER RD,New St & Main St,0.31
27 RIVER RD,Limerick Square Shopping Center ,0.30
27 RIVER RD,Main St & New St,0.31
27 RIVER RD,Montgomery Av & Station Av ,0.21
27 RIVER RD,Shannondell Blvd & Egypt Rd - MBFS,0.16
27 RIVER RD,1st Av & Freedom Business Center Dr - FS,0.16
27 RIVER RD,DeKalb St & Crooked Ln,0.10
8482 HAGYS MILL RD,Ford St & 4th St,0.09
1201 MARKET ST,13th St & Market St - MBFS,0.00
27 RIVER RD,Morris Dr & Liberty Ridge Dr - MBFS,0.20
27 RIVER RD,S Gulph Rd & Hilltop Dr,0.10
27 RIVER RD,Valley Forge National Park,0.17
27 RIVER RD,Valley Forge Towers,0.16
14700 TOWNSEND RD,North Bucks Town Rd & Sesame Pl,0.12
14700 TOWNSEND RD,Olds Blvd & Hood Blvd - MBNS,0.13
14700 TOWNSEND RD,Trenton Rd & Tyburn Rd - MBFS,0.16
14700 TOWNSEND RD,Pennsylvania Av & Bridge St ,0.21
14700 TOWNSEND RD,Trenton Transit Center,0.24
14700 TOWNSEND RD,Olds Blvd & Oxford Valley Rd,0.13
14700 TOWNSEND RD,Buckstown Rd & Sesame Pl - FS,0.12
4301 BYBERRY RD,Lower Bucks Hospital,0.09
4301 BYBERRY RD,Old Orchard Rd & Harrison St,0.09
4301 BYBERRY RD,Mill St & Old US 13,0.10
14700 TOWNSEND RD,Lincoln Hwy & Durham Rd - MBNS,0.07
4301 BYBERRY RD,Mill Creek Rd & Green Ln,0.10
4301 BYBERRY RD,Beaver St & Garden St - MBFS Bristol Railroad Stn,0.10
4301 BYBERRY RD,Bristol Park Shopping Center,0.08
4301 BYBERRY RD,Bucks County Office Center,0.08
4301 BYBERRY RD,Wharton Rd & Ford Rd,0.07
14700 TOWNSEND RD,Bensalem Blvd & New Falls Rd,0.06
4301 BYBERRY RD,Bristol Park Shopping Center,0.08
4301 BYBERRY RD,Beaver St & Prospect St,0.10
4301 BYBERRY RD,Mill Creek Rd & Green Ln - FS,0.10
14700 TOWNSEND RD,Durham Rd & Lincoln Hwy,0.07
3102 MECHANICSVILLE RD,Creekside Apts Rd & Dunks Ferry Rd - MBNS,0.00
15150 E ROOSEVELT BLVD,Saint Mary Medical Center,0.10
15225 WAYSIDE RD,Pheasant Run & Terry Dr,0.12
15225 WAYSIDE RD,Gloria Dei Plaza,0.11
15230 BERNITA DR,Washington Av & Court St,0.12
100 COUNTY LINE RD,Bucks County Community College - 1,0.11
100 COUNTY LINE RD,Durham Rd & West Rd,0.12
15230 BERNITA DR,Washington Av & Court St - FS,0.12
15225 WAYSIDE RD,Pheasant Run & Terry Dr - FS,0.12
3102 MECHANICSVILLE RD,Creekside  Rd & Dunks Ferry Rd - MBFS,0.00
27 RIVER RD,Eisenhower Av & Trooper Rd - MBFS,0.16
27 RIVER RD,Audubon Rd & Adams Av - FS,0.17
8482 HAGYS MILL RD,Marshall St & Buttonwood St,0.11
27 RIVER RD,Plaza at King of Prussia,0.13
7800 CITY AVE,King St & Warren Av,0.24
4628 MARKET ST,46th St,0.00
7800 CITY AVE,King Rd & Our Ladys Circle - 2,0.29
7800 CITY AVE,King Rd & Our Ladys Circle - 1 FS,0.29
7800 CITY AVE,King St & Warren Av,0.24
9600 STENTON AVE,Fort Washington Railroad Station,0.04
9600 STENTON AVE,Pinetown Rd & Delaware Dr,0.05
3454-58 W CHELTENHAM AVE,600 Office Center Dr,0.06
27 RIVER RD,Swedesford Rd & Liberty Blvd - MBNS,0.26
27 RIVER RD,Paoli Regional Rail Station,0.22
4301 WOODHAVEN RD,Station Av & Railroad Av - MBFS,0.01
4351 BYBERRY RD,Marshall Ln & Winks Ln,0.04
4351 BYBERRY RD,Winks Ln & Marshall Ln,0.04
4301 WOODHAVEN RD,Station Av & White Av - FS,0.01
8482 HAGYS MILL RD,Bridgeport Station - NHSL,0.10
27 RIVER RD,Gulph Mills Station - NHSL,0.08
27 RIVER RD,Stadium Station - NHSL,0.08
7800 CITY AVE,Roberts Rd Station - NHSL,0.07
7800 CITY AVE,Beechwood Brookline Station - NHSL,0.02
7800 CITY AVE,Parkview Station - NHSL,0.00
7800 CITY AVE,Township Line Rd Station - NHSL,0.00
7800 CITY AVE,Penfield Station Manoa Rd - NHSL,0.01
7800 CITY AVE,Wynnewood Rd Station - NHSL,0.03
7800 CITY AVE,Ardmore Av Station - NHSL,0.04
7800 CITY AVE,Haverford Station - NHSL,0.05
7800 CITY AVE,Bryn Mawr Station - NHSL,0.06
27 RIVER RD,Garrett Hill Station - NHSL,0.08
27 RIVER RD,Villanova Station - NHSL,0.08
27 RIVER RD,Radnor Station - NHSL,0.09
27 RIVER RD,County Line Station - NHSL,0.08
27 RIVER RD,Matsonford Station - NHSL,0.08
27 RIVER RD,Hughes Park Station - NHSL,0.09
27 RIVER RD,DeKalb St Station - NHSL,0.10
7400 LANSDOWNE AVE,Avon Rd Station - FS,0.01
7800 CITY AVE,Lansdowne Av Station - FS,0.02
7800 CITY AVE,Drexel Hill Junction Station,0.03
7800 CITY AVE,Woodland Av Station,0.08
9177 LINDBERGH BLVD,Springfield Mall Station,0.09
9177 LINDBERGH BLVD,Providence Rd Station,0.12
7800 CITY AVE,Orange St Station - MBFS,0.13
7800 CITY AVE,Orange St Station - MBNS,0.13
9177 LINDBERGH BLVD,Providence Rd Station,0.12
9177 LINDBERGH BLVD,Springfield Mall Station,0.09
7800 CITY AVE,Woodland Av Station - FS,0.08
7800 CITY AVE,Scenic Rd Station,0.06
