geoid,geoname,total
42213800,"Census Tract 2138, Luzerne County, Pennsylvania",1605
42213900,"Census Tract 2139, Luzerne County, Pennsylvania",1717
42214100,"Census Tract 2141, Luzerne County, Pennsylvania",3500
42214200,"Census Tract 2142, Luzerne County, Pennsylvania",2950
42214300,"Census Tract 2143, Luzerne County, Pennsylvania",2121
42214400,"Census Tract 2144, Luzerne County, Pennsylvania",2057
42214500,"Census Tract 2145, Luzerne County, Pennsylvania",1742
42214600,"Census Tract 2146, Luzerne County, Pennsylvania",4095
42214900,"Census Tract 2149, Luzerne County, Pennsylvania",1458
42215000,"Census Tract 2150, Luzerne County, Pennsylvania",1528
42215100,"Census Tract 2151, Luzerne County, Pennsylvania",2596
42215200,"Census Tract 2152, Luzerne County, Pennsylvania",3183
42215300,"Census Tract 2153, Luzerne County, Pennsylvania",3982
42215400,"Census Tract 2154, Luzerne County, Pennsylvania",2489
42215501,"Census Tract 2155.01, Luzerne County, Pennsylvania",4703
42215502,"Census Tract 2155.02, Luzerne County, Pennsylvania",5722
42215503,"Census Tract 2155.03, Luzerne County, Pennsylvania",3632
42215504,"Census Tract 2155.04, Luzerne County, Pennsylvania",3796
42215600,"Census Tract 2156, Luzerne County, Pennsylvania",4433
42215701,"Census Tract 2157.01, Luzerne County, Pennsylvania",2223
42215702,"Census Tract 2157.02, Luzerne County, Pennsylvania",2667
42215800,"Census Tract 2158, Luzerne County, Pennsylvania",2726
42215900,"Census Tract 2159, Luzerne County, Pennsylvania",3485
42216100,"Census Tract 2161, Luzerne County, Pennsylvania",4027
42216200,"Census Tract 2162, Luzerne County, Pennsylvania",5035
42216400,"Census Tract 2164, Luzerne County, Pennsylvania",1909
42216501,"Census Tract 2165.01, Luzerne County, Pennsylvania",1825
42216502,"Census Tract 2165.02, Luzerne County, Pennsylvania",3846
42216601,"Census Tract 2166.01, Luzerne County, Pennsylvania",3239
42216602,"Census Tract 2166.02, Luzerne County, Pennsylvania",6246
42216700,"Census Tract 2167, Luzerne County, Pennsylvania",3833
42216800,"Census Tract 2168, Luzerne County, Pennsylvania",3516
42216900,"Census Tract 2169, Luzerne County, Pennsylvania",4696
42217001,"Census Tract 2170.01, Luzerne County, Pennsylvania",2339
42217002,"Census Tract 2170.02, Luzerne County, Pennsylvania",3125
42016600,"Census Tract 166, Philadelphia County, Pennsylvania",1838
42016701,"Census Tract 167.01, Philadelphia County, Pennsylvania",2833
42016702,"Census Tract 167.02, Philadelphia County, Pennsylvania",2908
42016800,"Census Tract 168, Philadelphia County, Pennsylvania",3565
42016901,"Census Tract 169.01, Philadelphia County, Pennsylvania",3125
42016902,"Census Tract 169.02, Philadelphia County, Pennsylvania",5030
42017000,"Census Tract 170, Philadelphia County, Pennsylvania",3126
42017100,"Census Tract 171, Philadelphia County, Pennsylvania",3722
42017201,"Census Tract 172.01, Philadelphia County, Pennsylvania",2903
42017202,"Census Tract 172.02, Philadelphia County, Pennsylvania",3729
42017300,"Census Tract 173, Philadelphia County, Pennsylvania",2872
42017400,"Census Tract 174, Philadelphia County, Pennsylvania",2307
42017500,"Census Tract 175, Philadelphia County, Pennsylvania",6711
42017601,"Census Tract 176.01, Philadelphia County, Pennsylvania",5027
42017602,"Census Tract 176.02, Philadelphia County, Pennsylvania",3573
42017701,"Census Tract 177.01, Philadelphia County, Pennsylvania",3552
42017702,"Census Tract 177.02, Philadelphia County, Pennsylvania",4582
42017800,"Census Tract 178, Philadelphia County, Pennsylvania",6246
42017900,"Census Tract 179, Philadelphia County, Pennsylvania",6152
42018001,"Census Tract 180.01, Philadelphia County, Pennsylvania",2485
42018002,"Census Tract 180.02, Philadelphia County, Pennsylvania",5439
42018300,"Census Tract 183, Philadelphia County, Pennsylvania",4326
42018400,"Census Tract 184, Philadelphia County, Pennsylvania",2278
42018801,"Census Tract 188.01, Philadelphia County, Pennsylvania",4445
42018802,"Census Tract 188.02, Philadelphia County, Pennsylvania",3570
42019000,"Census Tract 190, Philadelphia County, Pennsylvania",7806
42019100,"Census Tract 191, Philadelphia County, Pennsylvania",8237
42019200,"Census Tract 192, Philadelphia County, Pennsylvania",7661
42019501,"Census Tract 195.01, Philadelphia County, Pennsylvania",4689
42019502,"Census Tract 195.02, Philadelphia County, Pennsylvania",3494
42019700,"Census Tract 197, Philadelphia County, Pennsylvania",6416
42019800,"Census Tract 198, Philadelphia County, Pennsylvania",5763
42019900,"Census Tract 199, Philadelphia County, Pennsylvania",4389
42020000,"Census Tract 200, Philadelphia County, Pennsylvania",1277
42020101,"Census Tract 201.01, Philadelphia County, Pennsylvania",3750
42020102,"Census Tract 201.02, Philadelphia County, Pennsylvania",3490
42020200,"Census Tract 202, Philadelphia County, Pennsylvania",4932
42020300,"Census Tract 203, Philadelphia County, Pennsylvania",2786
42020400,"Census Tract 204, Philadelphia County, Pennsylvania",3052
42020500,"Census Tract 205, Philadelphia County, Pennsylvania",2728
42020600,"Census Tract 206, Philadelphia County, Pennsylvania",2043
42020701,"Census Tract 207.01, Philadelphia County, Pennsylvania",3863
42020702,"Census Tract 207.02, Philadelphia County, Pennsylvania",2464
42022922,"Census Tract 229.22, York County, Pennsylvania",4088
42022923,"Census Tract 229.23, York County, Pennsylvania",5138
42023000,"Census Tract 230, York County, Pennsylvania",5250
42023100,"Census Tract 231, York County, Pennsylvania",6510
42023200,"Census Tract 232, York County, Pennsylvania",6497
42023301,"Census Tract 233.01, York County, Pennsylvania",6353
42023302,"Census Tract 233.02, York County, Pennsylvania",6361
42023400,"Census Tract 234, York County, Pennsylvania",5799
42023500,"Census Tract 235, York County, Pennsylvania",5160
42023601,"Census Tract 236.01, York County, Pennsylvania",3732
42023602,"Census Tract 236.02, York County, Pennsylvania",4960
42023710,"Census Tract 237.10, York County, Pennsylvania",3832
42023721,"Census Tract 237.21, York County, Pennsylvania",5936
42023722,"Census Tract 237.22, York County, Pennsylvania",3031
42023810,"Census Tract 238.10, York County, Pennsylvania",4742
42023821,"Census Tract 238.21, York County, Pennsylvania",5727
42023823,"Census Tract 238.23, York County, Pennsylvania",4311
42023824,"Census Tract 238.24, York County, Pennsylvania",2971
42023902,"Census Tract 239.02, York County, Pennsylvania",2945
42023903,"Census Tract 239.03, York County, Pennsylvania",3231
42023904,"Census Tract 239.04, York County, Pennsylvania",4169
42024001,"Census Tract 240.01, York County, Pennsylvania",5673
42024002,"Census Tract 240.02, York County, Pennsylvania",3488
42499400,"Census Tract 4994, Allegheny County, Pennsylvania",2797
42500300,"Census Tract 5003, Allegheny County, Pennsylvania",3680
42501000,"Census Tract 5010, Allegheny County, Pennsylvania",1476
42503002,"Census Tract 5030.02, Allegheny County, Pennsylvania",5846
42504100,"Census Tract 5041, Allegheny County, Pennsylvania",5026
42507000,"Census Tract 5070, Allegheny County, Pennsylvania",2076
42508000,"Census Tract 5080, Allegheny County, Pennsylvania",1781
42509400,"Census Tract 5094, Allegheny County, Pennsylvania",5114
42510000,"Census Tract 5100, Allegheny County, Pennsylvania",1927
42512000,"Census Tract 5120, Allegheny County, Pennsylvania",2073
42513000,"Census Tract 5130, Allegheny County, Pennsylvania",2247
42513800,"Census Tract 5138, Allegheny County, Pennsylvania",1721
42514000,"Census Tract 5140, Allegheny County, Pennsylvania",1896
42515100,"Census Tract 5151, Allegheny County, Pennsylvania",2566
42515200,"Census Tract 5152, Allegheny County, Pennsylvania",2034
42515300,"Census Tract 5153, Allegheny County, Pennsylvania",1734
42515401,"Census Tract 5154.01, Allegheny County, Pennsylvania",2290
42516100,"Census Tract 5161, Allegheny County, Pennsylvania",1406
42516200,"Census Tract 5162, Allegheny County, Pennsylvania",1739
42517000,"Census Tract 5170, Allegheny County, Pennsylvania",1730
42518001,"Census Tract 5180.01, Allegheny County, Pennsylvania",3286
42519000,"Census Tract 5190, Allegheny County, Pennsylvania",3157
42520001,"Census Tract 5200.01, Allegheny County, Pennsylvania",3258
42520002,"Census Tract 5200.02, Allegheny County, Pennsylvania",3092
42521100,"Census Tract 5211, Allegheny County, Pennsylvania",4551
42521200,"Census Tract 5212, Allegheny County, Pennsylvania",4521
42521301,"Census Tract 5213.01, Allegheny County, Pennsylvania",4216
42521302,"Census Tract 5213.02, Allegheny County, Pennsylvania",4516
42521401,"Census Tract 5214.01, Allegheny County, Pennsylvania",2924
42521402,"Census Tract 5214.02, Allegheny County, Pennsylvania",3855
42521500,"Census Tract 5215, Allegheny County, Pennsylvania",4083
42522000,"Census Tract 5220, Allegheny County, Pennsylvania",3101
42523100,"Census Tract 5231, Allegheny County, Pennsylvania",3805
42523200,"Census Tract 5232, Allegheny County, Pennsylvania",3743
42523300,"Census Tract 5233, Allegheny County, Pennsylvania",3807
42523400,"Census Tract 5234, Allegheny County, Pennsylvania",4921
42523501,"Census Tract 5235.01, Allegheny County, Pennsylvania",4703
42523502,"Census Tract 5235.02, Allegheny County, Pennsylvania",1497
42523600,"Census Tract 5236, Allegheny County, Pennsylvania",4852
42523701,"Census Tract 5237.01, Allegheny County, Pennsylvania",3868
42523702,"Census Tract 5237.02, Allegheny County, Pennsylvania",5176
42523800,"Census Tract 5238, Allegheny County, Pennsylvania",4687
42524000,"Census Tract 5240, Allegheny County, Pennsylvania",2492
42525100,"Census Tract 5251, Allegheny County, Pennsylvania",2003
42100102,"Census Tract 1001.02, Bucks County, Pennsylvania",3125
42100103,"Census Tract 1001.03, Bucks County, Pennsylvania",2391
42100104,"Census Tract 1001.04, Bucks County, Pennsylvania",4625
42100105,"Census Tract 1001.05, Bucks County, Pennsylvania",3247
42100201,"Census Tract 1002.01, Bucks County, Pennsylvania",5243
42100206,"Census Tract 1002.06, Bucks County, Pennsylvania",5540
42100207,"Census Tract 1002.07, Bucks County, Pennsylvania",4337
42100208,"Census Tract 1002.08, Bucks County, Pennsylvania",6511
42100210,"Census Tract 1002.10, Bucks County, Pennsylvania",7389
42100211,"Census Tract 1002.11, Bucks County, Pennsylvania",6745
42100212,"Census Tract 1002.12, Bucks County, Pennsylvania",3882
42100213,"Census Tract 1002.13, Bucks County, Pennsylvania",5472
42100214,"Census Tract 1002.14, Bucks County, Pennsylvania",4200
42100302,"Census Tract 1003.02, Bucks County, Pennsylvania",5053
42100303,"Census Tract 1003.03, Bucks County, Pennsylvania",5136
42100304,"Census Tract 1003.04, Bucks County, Pennsylvania",2599
42100306,"Census Tract 1003.06, Bucks County, Pennsylvania",3643
42100307,"Census Tract 1003.07, Bucks County, Pennsylvania",5039
42100401,"Census Tract 1004.01, Bucks County, Pennsylvania",6302
42100402,"Census Tract 1004.02, Bucks County, Pennsylvania",6456
42100403,"Census Tract 1004.03, Bucks County, Pennsylvania",2130
42100404,"Census Tract 1004.04, Bucks County, Pennsylvania",6170
42100406,"Census Tract 1004.06, Bucks County, Pennsylvania",3655
42100407,"Census Tract 1004.07, Bucks County, Pennsylvania",1223
42100408,"Census Tract 1004.08, Bucks County, Pennsylvania",6885
42100500,"Census Tract 1005, Bucks County, Pennsylvania",2716
42100600,"Census Tract 1006, Bucks County, Pennsylvania",3735
42100700,"Census Tract 1007, Bucks County, Pennsylvania",3410
42100803,"Census Tract 1008.03, Bucks County, Pennsylvania",4783
42100804,"Census Tract 1008.04, Bucks County, Pennsylvania",3909
42100805,"Census Tract 1008.05, Bucks County, Pennsylvania",6235
42100807,"Census Tract 1008.07, Bucks County, Pennsylvania",4241
42100808,"Census Tract 1008.08, Bucks County, Pennsylvania",5307
42406401,"Census Tract 4064.01, Delaware County, Pennsylvania",2668
42406402,"Census Tract 4064.02, Delaware County, Pennsylvania",1412
42406500,"Census Tract 4065, Delaware County, Pennsylvania",1976
42406600,"Census Tract 4066, Delaware County, Pennsylvania",2454
42406700,"Census Tract 4067, Delaware County, Pennsylvania",3425
42406801,"Census Tract 4068.01, Delaware County, Pennsylvania",4347
42406802,"Census Tract 4068.02, Delaware County, Pennsylvania",4315
42406804,"Census Tract 4068.04, Delaware County, Pennsylvania",4564
42406805,"Census Tract 4068.05, Delaware County, Pennsylvania",3672
42406902,"Census Tract 4069.02, Delaware County, Pennsylvania",5909
42406903,"Census Tract 4069.03, Delaware County, Pennsylvania",5084
42406904,"Census Tract 4069.04, Delaware County, Pennsylvania",5798
42407000,"Census Tract 4070, Delaware County, Pennsylvania",2897
42407101,"Census Tract 4071.01, Delaware County, Pennsylvania",3824
42407102,"Census Tract 4071.02, Delaware County, Pennsylvania",3106
42407201,"Census Tract 4072.01, Delaware County, Pennsylvania",5641
42407202,"Census Tract 4072.02, Delaware County, Pennsylvania",3802
42407401,"Census Tract 4074.01, Delaware County, Pennsylvania",4140
42407404,"Census Tract 4074.04, Delaware County, Pennsylvania",3060
42407501,"Census Tract 4075.01, Delaware County, Pennsylvania",2502
42407502,"Census Tract 4075.02, Delaware County, Pennsylvania",3399
42407600,"Census Tract 4076, Delaware County, Pennsylvania",6657
42407700,"Census Tract 4077, Delaware County, Pennsylvania",2778
42407801,"Census Tract 4078.01, Delaware County, Pennsylvania",4549
42407802,"Census Tract 4078.02, Delaware County, Pennsylvania",6785
42407803,"Census Tract 4078.03, Delaware County, Pennsylvania",5598
42407804,"Census Tract 4078.04, Delaware County, Pennsylvania",4639
42407805,"Census Tract 4078.05, Delaware County, Pennsylvania",1712
42407806,"Census Tract 4078.06, Delaware County, Pennsylvania",1673
42407901,"Census Tract 4079.01, Delaware County, Pennsylvania",4249
42407902,"Census Tract 4079.02, Delaware County, Pennsylvania",3017
42407903,"Census Tract 4079.03, Delaware County, Pennsylvania",3586
42408001,"Census Tract 4080.01, Delaware County, Pennsylvania",6374
42408002,"Census Tract 4080.02, Delaware County, Pennsylvania",4622
42408101,"Census Tract 4081.01, Delaware County, Pennsylvania",5156
42408102,"Census Tract 4081.02, Delaware County, Pennsylvania",3557
42408103,"Census Tract 4081.03, Delaware County, Pennsylvania",4505
42408300,"Census Tract 4083, Delaware County, Pennsylvania",4786
42408400,"Census Tract 4084, Delaware County, Pennsylvania",2192
42408500,"Census Tract 4085, Delaware County, Pennsylvania",4258
42408600,"Census Tract 4086, Delaware County, Pennsylvania",3629
42408700,"Census Tract 4087, Delaware County, Pennsylvania",5044
42408800,"Census Tract 4088, Delaware County, Pennsylvania",5083
42408900,"Census Tract 4089, Delaware County, Pennsylvania",3098
42217200,"Census Tract 2172, Luzerne County, Pennsylvania",3906
42217300,"Census Tract 2173, Luzerne County, Pennsylvania",3671
42217400,"Census Tract 2174, Luzerne County, Pennsylvania",1751
42217500,"Census Tract 2175, Luzerne County, Pennsylvania",3380
42217600,"Census Tract 2176, Luzerne County, Pennsylvania",3721
42217700,"Census Tract 2177, Luzerne County, Pennsylvania",5490
42217800,"Census Tract 2178, Luzerne County, Pennsylvania",4136
42217900,"Census Tract 2179, Luzerne County, Pennsylvania",5163
42218000,"Census Tract 2180, Luzerne County, Pennsylvania",4150
42000100,"Census Tract 1, Lycoming County, Pennsylvania",3254
42000200,"Census Tract 2, Lycoming County, Pennsylvania",2130
42000300,"Census Tract 3, Lycoming County, Pennsylvania",5766
42000400,"Census Tract 4, Lycoming County, Pennsylvania",3902
42000500,"Census Tract 5, Lycoming County, Pennsylvania",2555
42000600,"Census Tract 6, Lycoming County, Pennsylvania",2475
42000800,"Census Tract 8, Lycoming County, Pennsylvania",2276
42000900,"Census Tract 9, Lycoming County, Pennsylvania",2301
42001000,"Census Tract 10, Lycoming County, Pennsylvania",3095
42010100,"Census Tract 101, Lycoming County, Pennsylvania",2193
42010200,"Census Tract 102, Lycoming County, Pennsylvania",1014
42010300,"Census Tract 103, Lycoming County, Pennsylvania",3253
42010400,"Census Tract 104, Lycoming County, Pennsylvania",4931
42010501,"Census Tract 105.01, Lycoming County, Pennsylvania",1797
42010502,"Census Tract 105.02, Lycoming County, Pennsylvania",3804
42010600,"Census Tract 106, Lycoming County, Pennsylvania",4318
42010700,"Census Tract 107, Lycoming County, Pennsylvania",6247
42010800,"Census Tract 108, Lycoming County, Pennsylvania",7191
42010900,"Census Tract 109, Lycoming County, Pennsylvania",2834
42011000,"Census Tract 110, Lycoming County, Pennsylvania",4750
42011100,"Census Tract 111, Lycoming County, Pennsylvania",5697
42011200,"Census Tract 112, Lycoming County, Pennsylvania",5864
42011301,"Census Tract 113.01, Lycoming County, Pennsylvania",2046
42011302,"Census Tract 113.02, Lycoming County, Pennsylvania",4975
42011400,"Census Tract 114, Lycoming County, Pennsylvania",1654
42011601,"Census Tract 116.01, Lycoming County, Pennsylvania",1200
42011603,"Census Tract 116.03, Lycoming County, Pennsylvania",2225
42011604,"Census Tract 116.04, Lycoming County, Pennsylvania",4036
42217100,"Census Tract 2171, Luzerne County, Pennsylvania",3908
42011701,"Census Tract 117.01, Lycoming County, Pennsylvania",4256
42011702,"Census Tract 117.02, Lycoming County, Pennsylvania",3301
42011800,"Census Tract 118, Lycoming County, Pennsylvania",3154
42011900,"Census Tract 119, Lycoming County, Pennsylvania",5694
42420100,"Census Tract 4201, McKean County, Pennsylvania",3318
42420200,"Census Tract 4202, McKean County, Pennsylvania",2778
42420300,"Census Tract 4203, McKean County, Pennsylvania",2459
42020800,"Census Tract 208, Philadelphia County, Pennsylvania",2490
42020900,"Census Tract 209, Philadelphia County, Pennsylvania",3165
42021000,"Census Tract 210, Philadelphia County, Pennsylvania",5470
42021100,"Census Tract 211, Philadelphia County, Pennsylvania",2656
42021200,"Census Tract 212, Philadelphia County, Pennsylvania",2423
42021300,"Census Tract 213, Philadelphia County, Pennsylvania",3573
42021400,"Census Tract 214, Philadelphia County, Pennsylvania",4217
42021500,"Census Tract 215, Philadelphia County, Pennsylvania",4135
42021600,"Census Tract 216, Philadelphia County, Pennsylvania",2251
42021700,"Census Tract 217, Philadelphia County, Pennsylvania",5783
42021800,"Census Tract 218, Philadelphia County, Pennsylvania",4424
42021900,"Census Tract 219, Philadelphia County, Pennsylvania",1492
42022000,"Census Tract 220, Philadelphia County, Pennsylvania",1446
42023100,"Census Tract 231, Philadelphia County, Pennsylvania",1285
42023500,"Census Tract 235, Philadelphia County, Pennsylvania",1108
42023600,"Census Tract 236, Philadelphia County, Pennsylvania",2698
42023700,"Census Tract 237, Philadelphia County, Pennsylvania",4850
42023800,"Census Tract 238, Philadelphia County, Pennsylvania",4441
42023900,"Census Tract 239, Philadelphia County, Pennsylvania",1857
42024000,"Census Tract 240, Philadelphia County, Pennsylvania",3808
42024100,"Census Tract 241, Philadelphia County, Pennsylvania",1343
42024200,"Census Tract 242, Philadelphia County, Pennsylvania",4113
42024300,"Census Tract 243, Philadelphia County, Pennsylvania",3878
42024400,"Census Tract 244, Philadelphia County, Pennsylvania",3152
42024500,"Census Tract 245, Philadelphia County, Pennsylvania",4251
42024600,"Census Tract 246, Philadelphia County, Pennsylvania",2956
42024700,"Census Tract 247, Philadelphia County, Pennsylvania",4489
42024800,"Census Tract 248, Philadelphia County, Pennsylvania",1912
42024900,"Census Tract 249, Philadelphia County, Pennsylvania",3412
42025200,"Census Tract 252, Philadelphia County, Pennsylvania",7267
42025300,"Census Tract 253, Philadelphia County, Pennsylvania",3859
42025400,"Census Tract 254, Philadelphia County, Pennsylvania",4152
42025500,"Census Tract 255, Philadelphia County, Pennsylvania",2667
42025600,"Census Tract 256, Philadelphia County, Pennsylvania",2609
42025700,"Census Tract 257, Philadelphia County, Pennsylvania",3456
42025800,"Census Tract 258, Philadelphia County, Pennsylvania",1663
42025900,"Census Tract 259, Philadelphia County, Pennsylvania",4674
42026000,"Census Tract 260, Philadelphia County, Pennsylvania",2850
42026100,"Census Tract 261, Philadelphia County, Pennsylvania",3060
42026200,"Census Tract 262, Philadelphia County, Pennsylvania",4076
42026301,"Census Tract 263.01, Philadelphia County, Pennsylvania",3726
42026302,"Census Tract 263.02, Philadelphia County, Pennsylvania",5353
42026400,"Census Tract 264, Philadelphia County, Pennsylvania",5199
42525200,"Census Tract 5252, Allegheny County, Pennsylvania",2536
42525300,"Census Tract 5253, Allegheny County, Pennsylvania",2219
42526101,"Census Tract 5261.01, Allegheny County, Pennsylvania",7410
42526102,"Census Tract 5261.02, Allegheny County, Pennsylvania",2327
42526201,"Census Tract 5262.01, Allegheny County, Pennsylvania",3704
42526202,"Census Tract 5262.02, Allegheny County, Pennsylvania",4649
42526301,"Census Tract 5263.01, Allegheny County, Pennsylvania",3989
42526302,"Census Tract 5263.02, Allegheny County, Pennsylvania",5065
42550900,"Census Tract 5509, Allegheny County, Pennsylvania",1467
42551200,"Census Tract 5512, Allegheny County, Pennsylvania",3391
42551300,"Census Tract 5513, Allegheny County, Pennsylvania",2347
42551900,"Census Tract 5519, Allegheny County, Pennsylvania",1330
42552000,"Census Tract 5520, Allegheny County, Pennsylvania",2294
42552100,"Census Tract 5521, Allegheny County, Pennsylvania",1175
42552200,"Census Tract 5522, Allegheny County, Pennsylvania",969
42552300,"Census Tract 5523, Allegheny County, Pennsylvania",1862
42552400,"Census Tract 5524, Allegheny County, Pennsylvania",2892
42560400,"Census Tract 5604, Allegheny County, Pennsylvania",1553
42560500,"Census Tract 5605, Allegheny County, Pennsylvania",2193
42561400,"Census Tract 5614, Allegheny County, Pennsylvania",4012
42561500,"Census Tract 5615, Allegheny County, Pennsylvania",2588
42561900,"Census Tract 5619, Allegheny County, Pennsylvania",1898
42562000,"Census Tract 5620, Allegheny County, Pennsylvania",3449
42562300,"Census Tract 5623, Allegheny County, Pennsylvania",3115
42562400,"Census Tract 5624, Allegheny County, Pennsylvania",2363
42562500,"Census Tract 5625, Allegheny County, Pennsylvania",2919
42562600,"Census Tract 5626, Allegheny County, Pennsylvania",2398
42562700,"Census Tract 5627, Allegheny County, Pennsylvania",1959
42562800,"Census Tract 5628, Allegheny County, Pennsylvania",1516
42562901,"Census Tract 5629.01, Allegheny County, Pennsylvania",1433
42563000,"Census Tract 5630, Allegheny County, Pennsylvania",2928
42563100,"Census Tract 5631, Allegheny County, Pennsylvania",3722
42563201,"Census Tract 5632.01, Allegheny County, Pennsylvania",301
42563202,"Census Tract 5632.02, Allegheny County, Pennsylvania",1903
42563300,"Census Tract 5633, Allegheny County, Pennsylvania",1546
42563800,"Census Tract 5638, Allegheny County, Pennsylvania",3881
42563900,"Census Tract 5639, Allegheny County, Pennsylvania",3891
42564000,"Census Tract 5640, Allegheny County, Pennsylvania",7121
42564100,"Census Tract 5641, Allegheny County, Pennsylvania",907
42564200,"Census Tract 5642, Allegheny County, Pennsylvania",2094
42564400,"Census Tract 5644, Allegheny County, Pennsylvania",5631
42564500,"Census Tract 5645, Allegheny County, Pennsylvania",3032
42564700,"Census Tract 5647, Allegheny County, Pennsylvania",2184
42564800,"Census Tract 5648, Allegheny County, Pennsylvania",1819
42100809,"Census Tract 1008.09, Bucks County, Pennsylvania",5894
42100811,"Census Tract 1008.11, Bucks County, Pennsylvania",4432
42100900,"Census Tract 1009, Bucks County, Pennsylvania",7694
42101100,"Census Tract 1011, Bucks County, Pennsylvania",2515
42101401,"Census Tract 1014.01, Bucks County, Pennsylvania",5278
42101403,"Census Tract 1014.03, Bucks County, Pennsylvania",5901
42101404,"Census Tract 1014.04, Bucks County, Pennsylvania",2512
42101405,"Census Tract 1014.05, Bucks County, Pennsylvania",6908
42101503,"Census Tract 1015.03, Bucks County, Pennsylvania",3912
42101504,"Census Tract 1015.04, Bucks County, Pennsylvania",2779
42101505,"Census Tract 1015.05, Bucks County, Pennsylvania",3349
42101506,"Census Tract 1015.06, Bucks County, Pennsylvania",5229
42101603,"Census Tract 1016.03, Bucks County, Pennsylvania",3282
42101605,"Census Tract 1016.05, Bucks County, Pennsylvania",4445
42101607,"Census Tract 1016.07, Bucks County, Pennsylvania",3636
42101609,"Census Tract 1016.09, Bucks County, Pennsylvania",4527
42101610,"Census Tract 1016.10, Bucks County, Pennsylvania",4767
42101611,"Census Tract 1016.11, Bucks County, Pennsylvania",7132
42101802,"Census Tract 1018.02, Bucks County, Pennsylvania",6440
42101805,"Census Tract 1018.05, Bucks County, Pennsylvania",2212
42101807,"Census Tract 1018.07, Bucks County, Pennsylvania",4576
42101808,"Census Tract 1018.08, Bucks County, Pennsylvania",2639
42101809,"Census Tract 1018.09, Bucks County, Pennsylvania",3510
42101810,"Census Tract 1018.10, Bucks County, Pennsylvania",6262
42101900,"Census Tract 1019, Bucks County, Pennsylvania",4253
42102002,"Census Tract 1020.02, Bucks County, Pennsylvania",2883
42102003,"Census Tract 1020.03, Bucks County, Pennsylvania",4473
42102004,"Census Tract 1020.04, Bucks County, Pennsylvania",4971
42102102,"Census Tract 1021.02, Bucks County, Pennsylvania",3523
42102104,"Census Tract 1021.04, Bucks County, Pennsylvania",5993
42102300,"Census Tract 1023, Bucks County, Pennsylvania",5819
42102401,"Census Tract 1024.01, Bucks County, Pennsylvania",4061
42102402,"Census Tract 1024.02, Bucks County, Pennsylvania",5059
42102500,"Census Tract 1025, Bucks County, Pennsylvania",4711
42102600,"Census Tract 1026, Bucks County, Pennsylvania",2199
42102700,"Census Tract 1027, Bucks County, Pennsylvania",5295
42102801,"Census Tract 1028.01, Bucks County, Pennsylvania",3465
42103101,"Census Tract 1031.01, Bucks County, Pennsylvania",2359
42103102,"Census Tract 1031.02, Bucks County, Pennsylvania",2204
42103103,"Census Tract 1031.03, Bucks County, Pennsylvania",4796
42103300,"Census Tract 1033, Bucks County, Pennsylvania",2201
42103400,"Census Tract 1034, Bucks County, Pennsylvania",5175
42103700,"Census Tract 1037, Bucks County, Pennsylvania",3379
42103800,"Census Tract 1038, Bucks County, Pennsylvania",1234
42103900,"Census Tract 1039, Bucks County, Pennsylvania",3818
42409000,"Census Tract 4090, Delaware County, Pennsylvania",3785
42409100,"Census Tract 4091, Delaware County, Pennsylvania",4198
42409200,"Census Tract 4092, Delaware County, Pennsylvania",4194
42409300,"Census Tract 4093, Delaware County, Pennsylvania",2475
42409400,"Census Tract 4094, Delaware County, Pennsylvania",2907
42409500,"Census Tract 4095, Delaware County, Pennsylvania",4782
42409601,"Census Tract 4096.01, Delaware County, Pennsylvania",4930
42409602,"Census Tract 4096.02, Delaware County, Pennsylvania",4629
42409701,"Census Tract 4097.01, Delaware County, Pennsylvania",8507
42409803,"Census Tract 4098.03, Delaware County, Pennsylvania",7282
42409804,"Census Tract 4098.04, Delaware County, Pennsylvania",5927
42409902,"Census Tract 4099.02, Delaware County, Pennsylvania",5860
42409903,"Census Tract 4099.03, Delaware County, Pennsylvania",3981
42409904,"Census Tract 4099.04, Delaware County, Pennsylvania",5161
42410000,"Census Tract 4100, Delaware County, Pennsylvania",4283
42410101,"Census Tract 4101.01, Delaware County, Pennsylvania",3935
42410102,"Census Tract 4101.02, Delaware County, Pennsylvania",2969
42410200,"Census Tract 4102, Delaware County, Pennsylvania",3972
42410303,"Census Tract 4103.03, Delaware County, Pennsylvania",4810
42410304,"Census Tract 4103.04, Delaware County, Pennsylvania",5053
42410305,"Census Tract 4103.05, Delaware County, Pennsylvania",4928
42410306,"Census Tract 4103.06, Delaware County, Pennsylvania",3426
42410401,"Census Tract 4104.01, Delaware County, Pennsylvania",2910
42410402,"Census Tract 4104.02, Delaware County, Pennsylvania",3207
42410403,"Census Tract 4104.03, Delaware County, Pennsylvania",3457
42410500,"Census Tract 4105, Delaware County, Pennsylvania",5319
42410601,"Census Tract 4106.01, Delaware County, Pennsylvania",3309
42410602,"Census Tract 4106.02, Delaware County, Pennsylvania",4782
42410700,"Census Tract 4107, Delaware County, Pennsylvania",5124
42410800,"Census Tract 4108, Delaware County, Pennsylvania",8342
42980000,"Census Tract 9800, Delaware County, Pennsylvania",0
42980100,"Census Tract 9801, Delaware County, Pennsylvania",1953
42980200,"Census Tract 9802, Delaware County, Pennsylvania",0
42980300,"Census Tract 9803, Delaware County, Pennsylvania",78
42950100,"Census Tract 9501, Elk County, Pennsylvania",1573
