stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2,RIDLINNW,Ridge Av & Wissahickon Transfer Center,RIDGE AVE,40.014986,-75.206826,1,,0,31032,,1
4,ROOBRONE,Roosevelt Blvd & Broad St - FS,W ROOSEVELT BLVD & N BROAD ST,40.018128,-75.148887,1,,,,,1
5,ROO5THNE,Roosevelt Blvd & 5th St,W ROOSEVELT BLVD & N 5TH ST,40.023465,-75.133487,1,,,,,1
7,ROOPRANE,Roosevelt Blvd & Pratt St,ROOSEVELT BLVD & PRATT ST,40.028754,-75.089524,1,,,,,1
8,ROOCOTNE,Roosevelt Blvd & Cottman Av - FS,ROOSEVELT BLVD & COTTMAN AVE,40.04461,-75.053657,1,,0,,,1
9,ROOHOLNE,Roosevelt Blvd & Holme Av,ROOSEVELT BLVD,40.058496,-75.044312,1,,,,,1
10,ROOWOOSW,Roosevelt Blvd & Woodward St,ROOSEVELT BLVD & WOODWARD ST,40.071393,-75.038281,1,,,,,1
11,COMROOSE,Comly Rd & Roosevelt Blvd - MBFS,COMLY RD & NESTOR RD,40.104027,-75.000884,1,,,,,1
12,DECDRMNE,Decatur Rd & Drummond Rd - MBNS,DECATUR RD & THORNTON RD,40.08669,-74.999663,1,,,,,1
14,TOWMC2SW,Townsend Rd & McNulty Rd - MBNS 2,TOWNSEND RD,40.107897,-74.976955,1,,,,,1
16,CARCO2SW,Caroline Rd & Comly Rd - MBFS,CAROLINE RD & ACADEMY RD,40.098926,-75.002204,1,,,,,1
17,COMCARSE,Comly Rd & Caroline Rd,COMLY RD & NESTOR RD,40.10168,-74.99833,1,,,,,1
18,ROOBYBSW,Roosevelt Blvd & Byberry Rd - FS,ROOSEVELT BLVD,40.106558,-74.999579,1,,,,,1
19,ROOCOMSW,Roosevelt Blvd & Comly Rd,ROOSEVELT BLVD,40.105172,-75.001575,1,,0,,,1
21,ROOSOLSW,Roosevelt Blvd & Solly Av - FS,ROOSEVELT BLVD & PENNYPACK CIR,40.058873,-75.045067,1,,,,,1
22,ROOCOTSW,Roosevelt Blvd & Cottman Av,ROOSEVELT BLVD & COTTMAN AVE,40.044862,-75.05453,1,,0,,,1
23,ROOPRASW,Roosevelt Blvd & Pratt St - FS,ROOSEVELT BLVD & PRATT ST,40.029006,-75.090599,1,,,,,1
24,ROOTOWNW,Roosevelt Blvd & Tower Blvd - FS,US 13 & US 30 RAMP,40.029484,-75.101085,1,,,,,1
25,ROO5THSW,Roosevelt Blvd & 5th St,W ROOSEVELT BLVD & N LAWRENCE ST,40.024267,-75.133011,1,,,,,1
28,WISTRANO,Wissahickon Transportation Center - onsite,SEPTA SEPTA & RIDGE AVE,40.014897,-75.20724,1,,0,,,1
30,PULPIKSE,Pulaski Av & Pike St,PULASKI AVE & W HUNTING PARK AVE,40.013264,-75.157404,1,,0,,,1
31,17THUNSO,17th St & Huntingdon St,N 17TH ST & W HUNTINGDON ST,39.993099,-75.159784,1,,0,,,1
32,17TGIRSO,17th St & Girard Av,N 17TH ST & W FLORA ST,39.972153,-75.164352,1,,0,,,1
33,17TSPRSO,17th St & Spring Garden St,N 17TH ST & BRANDYWINE ST,39.963223,-75.166334,1,,0,,,1
34,17TMARSO,17th St & Market St,N 17TH ST & MARKET ST,39.953124,-75.168473,1,,0,,,1
35,17TPINSO,17th St & Pine St,S 17TH ST & PINE ST,39.946264,-75.169997,1,,,,,1
36,17TWASSO,17th St & Washington Av,S 17TH ST & WASHINGTON AVE,39.938592,-75.171655,1,,0,,,1
37,17TSNYSO,17th St & Snyder Av,S 17TH ST & SNYDER AVE,39.925122,-75.174548,1,,,,,1
38,19TMOYSE,19th St & Moyamensing Av,S 19TH ST & W MOYAMENSING AVE,39.91428,-75.179732,1,,,,,1
39,20TJOHSO,20th St & Johnston St,S 20TH ST & JOHNSTON ST,39.916809,-75.181282,1,,0,,,1
40,20TJOHNO,20th St & Johnston St,S 20TH ST,39.916621,-75.181094,1,,0,,,1
41,16TSNYNO,16th St & Snyder Av,S 16TH ST & CANTRELL ST,39.924771,-75.17292,1,,0,,,1
42,16TWASNO,16th St & Washington Av,S 16TH ST & ALTER ST,39.938196,-75.169968,1,,0,,,1
43,16TPINNO,16th St & Pine St,S 16TH ST & PINE ST,39.945904,-75.168287,1,,0,,,1
45,16TGIRNO,16th St & Girard Av,N 16TH ST & W GIRARD AV,39.971737,-75.162628,1,,0,,,1
46,HUN16TWE,Huntingdon St & 16th St - FS,W HUNTINGDON ST & N 16TH ST,39.992882,-75.158379,1,,0,,,1
47,17TLEHNO,17th St & Lehigh Av,N 17TH ST & W LEHIGH AV,39.994391,-75.159341,1,,,,,1
48,HUNPULNE,Hunting Park Av & Pulaski Av,W HUNTING PARK AVE & PULASKI AVE,40.013935,-75.157992,1,,0,,,1
51,KENALLSW,Kensington Av & Allegheny Av,KENSINGTON AVE & E HILTON ST,39.996774,-75.113084,1,,0,,,1
52,FRODAUSO,Front St & Dauphin St,N FRONT ST & JASPER ST,39.984888,-75.132205,1,,,,,1
53,CECBROWE,Cecil B Moore Av & Broad St,CECIL B MOORE AVE & N BROAD ST,39.978707,-75.157724,1,,0,,,1
54,CEC20TWE,Cecil B Moore Av & 20th St,CECIL B MOORE AVE & N UBER ST,39.979941,-75.167253,1,,,,,1
55,33RCECEA,33rd St & Cecil B Moore Av Loop,,39.982394,-75.188946,1,,0,,,1
57,CEC20TEA,Cecil B Moore Av & 20th St,CECIL B MOORE AVE & N 20TH ST,39.979853,-75.167513,1,,,,,1
58,CECBROEA,Cecil B Moore Av & Broad St,CECIL B MOORE AVE & N BROAD ST,39.978618,-75.157972,1,,0,,,1
60,ALLEGHEA,Allegheny Station - MFL,KENSINGTON AVE & E WISHART ST,39.996471,-75.11344,50,,0,,,1
61,FRANKFEA,Frankford Transportation Center - MFL,SEPTA SEPTA & FRANKFORD AVE,40.022929,-75.077861,50,,0,,,1
64,FRATORSW,Frankford Av & Torresdale Av,FRANKFORD AV & TORRESDALE AV,40.006135,-75.09183,1,,0,,,1
65,FRALEHSW,Frankford Av & Lehigh Av,FRANKFORD AVE & E LEHIGH AVE,39.987122,-75.122366,1,,0,,,1
67,2NDGRESO,2nd St & Green St,N 2ND ST & FAIRMOUNT AVE,39.961017,-75.141445,1,,,,,1
69,FROLOOEA,Front St & Market St Loop,SEPTA SEPTA & CONSTITUTION AVE,39.949765,-75.142317,1,,0,,,1
70,3RDSPRNO,3rd St & Spring Garden St,N 3RD ST & SPRING GARDEN ST,39.960629,-75.14336,1,,,,,1
72,FRALEHNE,Frankford Av & Lehigh Av,FRANKFORD AVE & CORAL ST,39.986944,-75.12239,1,,0,,,1
73,FRATORNE,Frankford Av & Torresdale Av,FRANKFORD AVE & VICI ST,40.005707,-75.092103,1,,0,,,1
77,OGO69TSE,Ogontz Av & 69th Av,OGONTZ AVE & 69TH AVE,40.059883,-75.150213,1,,0,,,1
78,OGOHAISE,Ogontz Av & Haines St,OGONTZ AVE & 69TH AVE,40.058542,-75.149331,1,,,,,1
79,OGO66TSO,Ogontz Av & 66th Av,OGONTZ AVE & 66TH AVE,40.054794,-75.149784,1,,,,,1
80,OGOSTESO,Ogontz Av & Stenton Av,OGONTZ AVE & STENTON AVE,40.051743,-75.150221,1,,0,,,1
82,OLNEYSO,Olney Transportation Center - BSL,W OLNEY AVE & N BROAD ST,40.039066,-75.144749,50,,0,32095,,1
84,OGOCHENO,Ogontz Av & Chelten Av - FS,OGONTZ AVE & STENTON AVE,40.051743,-75.150068,1,,0,,,1
85,OGO66TNO,Ogontz Av & 66th Av,OGONTZ AVE & 66TH AVE,40.054562,-75.149655,1,,0,,,1
86,OGOHAINO,Ogontz Av & Haines St,OGONTZ AVE & 68TH AVE,40.058354,-75.149155,1,,,,,1
89,CHEOGONW,Cheltenham Av & Ogontz Av - FS,W CHELTENHAM AVE & LIMEKILN PIKE,40.07471,-75.15924,1,,0,,,1
92,29TGIRSO,29th St & Girard Av,N 29TH ST & W FLORA ST,39.974628,-75.183527,1,,0,,,1
93,23RMARSO,23rd St & Market St - FS,S 23RD ST & N 23RD ST,39.95392,-75.177941,1,,0,,,1
94,23RWASSO,23rd St & Washington Av,S 23RD ST & WASHINGTON AVE,39.93979,-75.181533,1,,0,,,1
95,ORE21SEA,Oregon Av & 21st St - FS,W OREGON AVE & S 21ST ST,39.918159,-75.182611,1,,0,,,1
96,ORE20TEA,Oregon Av & 20th St - FS,W OREGON AVE & S 20TH ST,39.917887,-75.180605,1,,0,,,1
98,OREBROEA,Oregon Av & Broad St - FS,W OREGON AVE & S WATTS ST,39.91669,-75.171002,1,,0,,,1
99,WHITM1SO,Whitman Plaza - 1,WHITMAN PLAZA SEPTA,39.912812,-75.156475,1,,0,,,1
101,PIER70NO,Pier 70 WalMart & Home Depot,,39.92531,-75.141671,1,,0,,,1
103,OREBROWE,Oregon Av & Broad St,W OREGON AVE & S BROAD ST,39.916922,-75.171166,1,,0,,,1
105,ORE24TWE,Oregon Av & 24th St,S 24TH ST & W OREGON AV,39.919705,-75.188106,1,,,,,1
106,22NWASNO,22nd St & Washington Av,S 22ND ST & ALTER ST,39.939376,-75.179751,1,,0,,,1
107,ARC22NWE,Arch St & 22nd St,ARCH ST & N BEECHWOOD ST,39.95605,-75.176079,1,,0,,,1
108,27TGIRNO,27th St & Girard Av,N 27TH ST & HARPER ST,39.974077,-75.180363,1,,0,,,1
111,FTC8&R D,Frankford Transportation Center - Rts 8 & R drop,,40.022966,-75.078298,1,,0,31033,,1
113,FISRISWE,Fisher Av & Rising Sun Av - FS,E FISHER AVE & ELLA ST,40.030329,-75.118658,1,,,,,1
114,TAB5THNW,Tabor Rd & 5th St,W TABOR RD & N LAWRENCE ST,40.034731,-75.130721,1,,,,,1
117,TAB5THSE,Tabor Rd & 5th St,W TABOR RD & N 5TH ST,40.034723,-75.13104,1,,,,,1
118,FISRISEA,Fisher Av & Rising Sun Av,E FISHER AVE & ELLA ST,40.030195,-75.118635,1,,,,,1
119,CSTROOSO,C St & Roosevelt Blvd,C ST & E ALBANUS ST,40.026943,-75.117407,1,,,,,1
121,WISCATNW,Wissahickon Av & Cathedral Rd - FS,WISSAHICKON AVE,40.067132,-75.23097,1,,0,,,1
122,RIDSUMSE,Ridge Av & Summit Av,RIDGE AVE & EVERGREEN AVE,40.056965,-75.236237,1,,0,,,1
123,RIDLYCSE,Ridge Av & Lyceum Av,RIDGE AVE & LYCEUM AVE,40.032921,-75.214703,1,,0,,,1
124,ROOCSTSW,Roosevelt Blvd & C St,E ROOSEVELT BLVD,40.026924,-75.117076,1,,,,,1
130,WALBROWE,Walnut St & Broad St - MBNS,WALNUT ST & S CAMAC ST,39.949303,-75.163657,1,,0,,,1
131,WAL23RWE,Walnut St & 23rd St,WALNUT ST & S 23RD ST,39.951145,-75.178305,1,,,,,1
132,ROOMASSW,Roosevelt Blvd & Mascher St,W ROOSEVELT BLVD & N MASCHER ST,40.02573,-75.125203,1,,,,,1
133,LYCRIDNW,Lyceum  Av & Ridge Av,LYCEUM AV & RIDGE AV,40.032616,-75.214758,1,,0,,,1
136,CHELOOEA,Cheltenham Av & Ogontz Av Loop,,40.074834,-75.159098,1,,0,,,1
137,ROO2NDSW,Roosevelt Blvd & 2nd St,US 13 & RAILROAD,40.025319,-75.127547,1,,,,,1
140,ERIESO,Erie,N BROAD ST & W ERIE AVE,40.009234,-75.15125,50,,0,,,2
141,9THERISO,9th St & Erie Av,N 9TH ST & W BUTLER ST,40.008252,-75.142827,1,,0,,,1
142,ALLEGHSO,Allegheny Station - BSL,N BROAD ST & W ALLEGHENY AVE,40.001589,-75.152922,50,,0,,,1
143,BROGIRSO,Broad St & Girard Av,N BROAD ST & W GIRARD AVE,39.97158,-75.15957,1,,0,,,1
145,SPR15TWE,Spruce St & 15th St,SPRUCE ST & S 15TH ST,39.947238,-75.166333,1,,0,,,1
148,BROWASSO,Broad St & Washington Av,S BROAD ST & WASHINGTON AVE,39.938002,-75.166816,1,,0,,,1
150,BROGEASO,Broad St & Geary St,S BROAD ST & GEARY ST,39.90943,-75.173388,1,,,,,1
152,NRGSO,NRG Station,PATTISON AVE & S BROAD ST,39.905433,-75.17391,50,,0,,,1
158,BROGEANO,Broad St & Geary St,S BROAD ST & GEARY ST,39.909135,-75.172929,1,,,,,1
160,ROO6THSW,Roosevelt Blvd & 6th St,W ROOSEVELT BLVD & N 5TH ST,40.023791,-75.135223,1,,,,,1
164,BROGIRNO,Broad St & Girard Av,N BROAD ST & W GIRARD AVE,39.971285,-75.159335,1,,0,,,1
165,BROALLNO,Broad St & Allegheny Av,N BROAD ST & W ALLEGHENY AVE,40.001464,-75.152793,1,,0,,,1
167,9THERINO,9th St & Erie Av,N 9TH ST & W ERIE AVE,40.008037,-75.14271,1,,,,,1
174,ROO7THSW,Roosevelt Blvd & 7th St - FS,W ROOSEVELT BLVD & N 7TH ST,40.02301,-75.137307,1,,,,,1
175,PACGALEA,Packer Av & Galloway St,PACKER AVE,39.907928,-75.155325,1,,0,,,1
180,57TCHRNO,57th St & Christian St,S 57TH ST & CHRISTIAN ST,39.948617,-75.237427,1,,0,,,1
182,56TMARNO,56th St & Market St,S 56TH ST & 56TH ST,39.960801,-75.232812,1,,0,,,1
185,59TCOLNO,59th St & Columbia Av,N 59TH ST & W COLUMBIA AV,39.981249,-75.239348,1,,0,,,1
187,DRECITNO,Drexel Rd & City Line Av,DREXEL RD & E REED ST,39.990385,-75.249118,1,,,,,1
188,LANHOSWE,Lankenau Medical Center,,39.989386,-75.2622,1,,0,,,1
194,59TCOLSO,59th St & Columbia Av - FS,N 59TH ST & LEBANON AVE,39.981214,-75.239537,1,,0,,,1
197,56TMARSO,56th St & Market St - FS,S 56TH ST & 56TH ST,39.960766,-75.232989,1,,0,,,1
198,56TCHRSO,56th St & Christian St,S 56TH ST & WEBSTER ST,39.948561,-75.235561,1,,0,,,1
199,58TWOOSE,58th St & Woodland Av,S 58TH ST & WOODLAND AVE,39.932514,-75.224767,1,,0,,,1
201,63RLINSE,63rd St & Lindbergh Blvd,S 63RD ST & LINDBERGH BLVD,39.921117,-75.224363,1,,0,,,1
204,ROO9THSW,Roosevelt Blvd & 9th St,W ROOSEVELT BLVD & N 7TH ST,40.021873,-75.139558,1,,,,,1
207,LIN5THWE,Lindley Av & 5th St,LINDLEY AVE & N 5TH ST,40.028835,-75.132058,1,,,,,1
208,LINBROWE,Lindley Av & Broad St,LINDLEY AVE & N CAMAC ST,40.03059,-75.146367,1,,,,,1
209,CHEBANSW,Chelten Av & Baynton St - FS,BAYNTON ST & E CHELTEN AV,40.038671,-75.171857,1,,,,,1
210,CHEWISSW,Chelten Av & Wissahickon Av - MBNS,W CHELTEN AVE & LAURENS ST,40.02799,-75.18287,1,,,,,1
212,WISSCHSE,Wissahickon Av & School House Ln,WISSAHICKON AVE & W SCHOOL HOUSE LN,40.025757,-75.181909,1,,,,,1
213,CHEBAYNE,Chelten Av & Baynton St,E CHELTEN AVE & READING RAILROAD,40.038722,-75.171649,1,,,,,1
214,LIN16TEA,Lindley Av & 16th St,LINDLEY AVE & N 16TH ST,40.031009,-75.149888,1,,,,,1
215,LINBROEA,Lindley Av & Broad St,LINDLEY AVE & E ARMSTRONG ST,40.030591,-75.146722,1,,,,,1
216,LIN5THEA,Lindley Av & 5th St,LINDLEY AVE & N 5TH ST,40.028737,-75.132283,1,,,,,1
217,ARROTTEA,Arrott Transportation Center - MFL,FRANKFORD AVE & RUAN ST,40.016564,-75.083802,50,,0,,,2
218,ORTFRASE,Orthodox St & Frankford Av,ORTHODOX ST & GRISCOM ST,40.014784,-75.085654,1,,,,,1
222,66TBROWE,66th Av & Broad St,66TH AVE & N PARK AVE,40.053633,-75.141321,1,,,,,1
223,CHECHENW,Chew Av & Chelten Av - FS,CHEW AVE & E CHELTEN AVE,40.045598,-75.164943,1,,0,,,1
224,WAYCHESE,Wayne Av & Chelten Av - FS,WAYNE AVE & W CHELTEN AVE,40.031516,-75.178638,1,,0,,,1
225,RIVMIDWE,River Rd & Midvale Av,JOHN B KELLY DR & MIDVALE AVE,40.008447,-75.194082,1,,0,,,1
226,RIDMIDSE,Ridge Av & Midvale Av,RIDGE AVE & MIDVALE AVE,40.008921,-75.194152,1,,0,,,1
227,WAYCHENW,Wayne Av & Chelten Av,WAYNE AVE & W CHELTEN AVE,40.031703,-75.178684,1,,0,,,1
228,CHEWISNE,Chelten Av & Wister St,E CHELTEN AVE & ANDERSON ST,40.051858,-75.158179,1,,,,,1
229,66TYOREA,66th Av & Old York Rd,66TH AVE & N 15TH ST,40.05359,-75.141972,1,,,,,1
232,WISCHENO,Wister St & Chelten Av,WISTER ST & MEDARY AVE,40.051857,-75.157718,1,,,,,1
235,RODAIRNW,Rodney St & Mt Airy Av,RODNEY ST & E SYDNEY ST,40.071217,-75.179256,1,,0,,,1
237,STEMOUNW,Stenton Av & Mt Airy Av,STENTON AVE & E SYDNEY ST,40.068892,-75.181582,1,,0,,,1
241,EVEGERSW,Evergreen Av & Germantown Av,E EVERGREEN AVE & ARDLEIGH ST,40.076687,-75.207296,1,,0,,,1
242,GERBETNW,Germantown Av & Bethlehem Pk,GERMANTOWN AVE & ANDERSON ST,40.076974,-75.207946,1,,0,,,1
243,BETMONNO,Bethlehem Pk & Montgomery Av,BETHLEHEM PIKE & MONTGOMERY AVE,40.09206,-75.214253,1,,0,,,1
244,GERNORNW,Germantown Pk & Northwestern Av,GERMANTOWN AVE & E NORTHWESTERN AVE,40.085999,-75.230314,1,,0,,,1
246,PLYMEEEA,Plymouth Meeting Mall,PARKING LOT SEPTA & SHERBROOK BLVD,40.117196,-75.284034,1,,0,,,1
248,GERNORSE,Germantown Pk & Northwestern Av - FS,GERMANTOWN AVE & E NORTHWESTERN AVE,40.085874,-75.230326,1,,0,,,1
250,GERBETSE,Germantown Av & Bethlehem Pk - FS,GERMANTOWN AVE & W EVERGREEN AVE,40.076831,-75.20797,1,,0,,,1
252,STEAIYSE,Stenton Av & Mt Airy Av,STENTON AVE,40.068919,-75.181901,1,,0,,,1
254,STEWASSE,Stenton Av & Washington Ln,STENTON AVE & E DUVAL ST,40.059559,-75.165625,1,,0,,,1
255,WISCHESO,Wister St & Chelten Av - FS,WISTER ST & MEDARY AVE,40.051778,-75.157884,1,,,,,1
256,ROO5THWE,Roosevelt Blvd & 5th St - FS,W ROOSEVELT BLVD & N 5TH ST,40.024144,-75.133579,1,,,,,1
260,MIDHENSW,Midvale Av & Henry Av,MIDVALE AVE & W PENN ST,40.017165,-75.188167,1,,0,,,1
261,29TALLSO,29th St & Allegheny Av,N 29TH ST & W ALLEGHENY AVE,40.004746,-75.176983,1,,0,,,1
267,MIDHENNE,Midvale Av & Henry Av,MIDVALE AVE & HENRY AVE,40.016844,-75.188464,1,,0,,,1
268,HUNFOXNE,Hunting Park Av & Fox St - FS,W HUNTING PARK AVE & FOX ST,40.00794,-75.171854,1,,,,,1
275,ALLHUNWE,Allegheny Av & Hunting Park Av,W ALLEGHENY AVE & N 30TH ST,40.004963,-75.178388,1,,,,,1
277,LANGIRSE,Lancaster Av & Girard Av,LANCASTER AVE & N 49TH ST,39.973059,-75.218615,1,,0,,,2
279,40TFILSO,40th St & Filbert St,FILBERT ST & N 40TH ST,39.957929,-75.201901,1,,0,,,2
283,JUNSTANO,13th St,N JUNIPER ST & COMMERCE ST,39.952532,-75.162559,1,,0,,,2
287,36TPORNO,36th St Trolley Portal Station,LUDLOW ST & S 36TH ST,39.955451,-75.194233,1,,0,,,2
290,LAN48TNW,Lancaster Av & 48th St,LANCASTER AVE & N LEX ST,39.972244,-75.217035,1,,0,,,2
293,MALLOONE,Malvern Av & 63rd St Loop,MALVERN AVE & N 63RD ST,39.983955,-75.246264,1,,0,,,1
299,MAR40TEA,Market St & 40th St,MARKET ST & N 40TH ST,39.957117,-75.202175,1,,,,,1
300,MAR40TWE,Market St & 40th St,MARKET ST & S 39TH ST,39.957179,-75.20188,1,,,,,1
301,40TPORSW,40th St Trolley Portal,S 40TH ST & CATHARINE ST,39.949595,-75.203333,1,,0,,,2
302,WOO49TSW,49th-Woodland,WOODLAND AVE & S 48TH ST,39.940955,-75.212582,1,,0,,,2
303,WOO62NSW,Woodland Av & 62nd St,WOODLAND AV & S 62ND ST,39.928267,-75.230599,1,,0,,,2
304,WOOISLSW,Woodland Av & Island Av,WOODLAND AVE & S 72ND ST,39.917304,-75.246245,1,,0,,,2
305,DARTRA1,Darby Transportation Center - trolley,SEPTA SEPTA & SEPTA SEPTA,39.919085,-75.262376,1,,0,31035,,2
309,LOC20TEA,Locust St & 20th St,LOCUST ST & S 20TH ST,39.94937,-75.174214,1,,0,,,1
310,LOCBROEA,Locust St & Broad St,LOCUST ST & S BROAD ST,39.948172,-75.164783,1,,0,,,1
311,PIN3RDEA,Pine St & 3rd St,PINE ST & S 3RD ST,39.943306,-75.147302,1,,0,,,1
315,23RSPRSO,23rd St & Spruce St,S 23RD ST & SPRUCE ST,39.948835,-75.179045,1,,0,,,1
317,WOO50TSW,Woodland Av & 50th St,WOODLAND AVE & S 50TH ST,39.940064,-75.213848,1,,0,,,2
319,KINCEMNE,Mt. Moriah,KINGSESSING AVE & CEMETERY AVE,39.92889,-75.235461,1,,0,,,2
320,CHE58TNE,Chester Av & 58th St,CHESTER AVE & S 58TH ST,39.935653,-75.228572,1,,,,,2
321,CHE49TNE,Chester Av & 49th St,CHESTER AVE & S 49TH ST,39.944041,-75.216622,1,,0,,,2
322,CHE49TSW,Chester Av & 49th St,CHESTER AVE & S 49TH ST,39.944281,-75.216527,1,,0,,,2
323,CHE58TSW,Chester Av & 58th St,CHESTER AVE & S CECIL ST,39.935832,-75.2285,1,,,,,2
324,KINCEMSW,Mt. Moriah,KINGSESSING AVE & CEMETERY AVE,39.929069,-75.235413,1,,0,,,2
325,CHECALSW,Yeadon,CHESTER AVE & ALLEN DR,39.924685,-75.252447,1,,0,,,2
326,BUSCOMNE,Bustleton Av & Comly St - FS,BUSTLETON AVE & E COMLY ST,40.029915,-75.073642,1,,,,,1
327,ROOBYBNE,Roosevelt Blvd & Byberry Rd - FS,ROOSEVELT BLVD,40.106403,-74.998609,1,,,,,1
329,LINROONO,Old Lincoln Hwy & Roosevelt Blvd,OLD LINCOLN HWY,40.12142,-74.976905,1,,,,,1
330,NESMALWE,Neshaminy Mall,NEASHAMINY MALL SEPTA & S MACDADE BLVD,40.13806,-74.95357,1,,0,,,1
331,PINRICNO,Pine St & Richardson Av,S PINE ST & E RICHARDSON AVE,40.175503,-74.916953,1,,,,,1
332,OXFVALWE,Oxford Valley Mall & J C Penney,0 PRIVATE RD,40.182604,-74.879904,1,,0,,,1
336,ROOLILSW,Roosevelt Blvd & Old Lincoln Hwy - FS,US 1 WY & US 30 RAMP,40.121637,-74.977684,1,,,,,1
338,BUSCOLSW,Bustleton Av & Comly St,BUSTLETON AVE & E COMLY ST,40.029879,-75.073784,1,,,,,1
340,FTC20&50,Frankford Transportation Center - Rts 20 & 50,SEPTA SEPTA,40.023607,-75.077562,1,,0,31033,,1
341,WESLOONE,Richmond St & Westmoreland St Loop,SEPTA SEPTA & E GIRARD AVE,39.984253,-75.099553,1,,0,,,1
342,GIRFROWE,Girard Av & Front St,W GIRARD AVE & N LEE ST,39.968903,-75.136075,1,,0,,,1
343,GIRBROWE,Girard Av & Broad St,W GIRARD AVE & N 12TH ST,39.971499,-75.159275,1,,0,,,1
344,GIR40TWE,Girard Av & 40th St - FS,W GIRARD AVE & N 40TH ST,39.974159,-75.204543,1,,0,,,1
345,GIR59TWE,Girard Av & 59th St,W GIRARD AVE & N HOBART ST,39.970224,-75.237334,1,,0,,,1
347,MAR41SWE,Market St & 41st St,MARKET ST & S 41ST ST,39.957586,-75.204961,1,,,,,1
349,GIR59TEA,Girard Av & 59th St,W GIRARD AVE & N 59TH ST,39.970099,-75.237523,1,,0,,,1
350,GIR40TEA,Girard Av & 40th St,W GIRARD AVE & N 40TH ST,39.974043,-75.204531,1,,0,,,1
351,41SPOWNO,41st St & Powelton Av,N 41ST ST & POWELTON AVE,39.958836,-75.205111,1,,,,,1
352,GIRBROEA,Girard Av & Broad St,W GIRARD AVE & N BROAD ST,39.971428,-75.159594,1,,0,,,1
353,GIRARDEA,Girard Station - MFL,N FRONT ST & W GIRARD AVE,39.968877,-75.136146,50,,0,,,1
356,BROPATNO,Broad St & Pattison Av - 2 NS,S BROAD ST,39.9052,-75.173462,1,,0,,,1
357,20TWASNO,20th St & Washington Av,S 20TH ST & ALTER ST,39.938941,-75.17627,1,,0,,,1
359,MAR6THWE,Market St & 6th St,MARKET ST & N INDEPENDENCE MALL W,39.950809,-75.150237,1,,0,,,1
362,19TWASSO,19th St & Washington Av,S 19TH ST & WASHINGTON AVE,39.938974,-75.174806,1,,0,,,1
363,PATBROEA,Pattison Av & Broad St - FS,PATTISON AVE,39.905288,-75.173037,1,,0,,,1
364,41SSPRNO,41st St & Spring Garden Av,N 41ST ST & SPRING GARDEN ST,39.961246,-75.205375,1,,,,,1
367,WILCHENE,Willow Grove Av & Cheltenham Av,E WILLOW GROVE AVE & SOUTHAMPTON AVE,40.088379,-75.183017,1,,0,,,1
368,CHEGOWNW,Cheltenham Av & Gowen Av,W CHELTENHAM AVE,40.082565,-75.172709,1,,0,,,1
369,MICWADSE,Michener Av & Wadsworth Av - FS,MICHENER AVE & E WADSWORTH AVE,40.078775,-75.173929,1,,0,,,1
370,UPSMANSW,Upsal St & Mansfield Av,E UPSAL ST & MANSFIELD AVE,40.063656,-75.16982,1,,0,,,1
371,CHECHESE,Chew Av & Chelten Av,CHEW AVE & E CHELTEN AVE,40.0455,-75.165003,1,,0,,,1
372,OLNBROEA,Olney Av & Broad St,W OLNEY AVE & N BROAD ST,40.03903,-75.144962,1,,0,32095,,1
373,OLNBRDEA,Olney Av & Broad St - FS,W OLNEY AVE & N PARK AVE,40.038877,-75.144159,1,,0,32095,,1
375,RISKNONE,Rising Sun Av & Knorr St,RISING SUN AVE & KNORR ST,40.054435,-75.090786,1,,0,,,1
378,RISKNOSW,Rising Sun Av & Knorr St,RISING SUN AVE & GLENVIEW ST,40.054569,-75.090797,1,,0,,,1
379,RISOLNSW,Rising Sun Av & Olney Av,RISING SUN AVE & E CHEW AVE,40.034523,-75.114951,1,,0,,,1
381,OLN13TWE,Olney Av & 13th St,W OLNEY AVE & N 13TH ST,40.038623,-75.142493,1,,0,,,1
383,UPSMANNE,Upsal St & Mansfield St,E UPSAL ST & MANSFIELD AVE,40.063433,-75.16988,1,,0,,,1
384,MICWADNW,Michener Av & Wadsworth Av,MICHENER AVE & E WADSWORTH AVE,40.078926,-75.173952,1,,0,,,1
385,EASCHENE,Easton Rd & Cheltenham Av - FS,EASTON RD & E GOWEN AVE,40.082232,-75.171196,1,,,,,1
388,FTC 88,Frankford Transportation Center - Rt 88,BRIDGE ST & GRISCOM ST,40.024223,-75.077949,1,,0,31033,,1
389,OXFSUMNW,Oxford Av & Summerdale Av - FS,OXFORD AVE & E HOWELL ST,40.036595,-75.087997,1,,,,,1
391,ALGRHANE,Algon Av & Rhawn St,ALGON AVE & RIPLEY ST,40.066076,-75.063054,1,,,,,1
392,KREGRENE,Krewstown Rd & Gregg St,KREWSTOWN RD & GREGG ST,40.086215,-75.046091,1,,,,,1
393,WELNEISE,Welsh Rd & Neil Dr - FS,WELSH RD & NEIL RD,40.086761,-75.0408,1,,,,,1
394,GRABLUSE,Grant Av & Blue Grass Rd - 2,GRANT AVE & BLUE GRASS RD,40.078203,-75.024213,1,,,,,1
395,ASHWILSW,Ashton Rd & Willits Rd,ASHTON RD & WILLITS RD,40.06329,-75.021932,1,,,,,1
