geoname,geoid,total
"Block Group 4, Census Tract 104, Lycoming County, Pennsylvania",1500000US420810104004,718
"Block Group 1, Census Tract 105.01, Lycoming County, Pennsylvania",1500000US420810105011,1200
"Block Group 2, Census Tract 105.02, Lycoming County, Pennsylvania",1500000US420810105022,1811
"Block Group 2, Census Tract 106, Lycoming County, Pennsylvania",1500000US420810106002,1015
"Block Group 1, Census Tract 107, Lycoming County, Pennsylvania",1500000US420810107001,982
"Block Group 4, Census Tract 107, Lycoming County, Pennsylvania",1500000US420810107004,1344
"Block Group 2, Census Tract 108, Lycoming County, Pennsylvania",1500000US420810108002,1524
"Block Group 5, Census Tract 108, Lycoming County, Pennsylvania",1500000US420810108005,889
"Block Group 1, Census Tract 109, Lycoming County, Pennsylvania",1500000US420810109001,1571
"Block Group 2, Census Tract 110, Lycoming County, Pennsylvania",1500000US420810110002,1045
"Block Group 5, Census Tract 110, Lycoming County, Pennsylvania",1500000US420810110005,906
"Block Group 3, Census Tract 111, Lycoming County, Pennsylvania",1500000US420810111003,1114
"Block Group 3, Census Tract 116.03, Lycoming County, Pennsylvania",1500000US420810116033,641
"Block Group 3, Census Tract 116.04, Lycoming County, Pennsylvania",1500000US420810116043,885
"Block Group 2, Census Tract 117.01, Lycoming County, Pennsylvania",1500000US420810117012,1339
"Block Group 4, Census Tract 336, Philadelphia County, Pennsylvania",1500000US421010336004,1459
"Block Group 3, Census Tract 337.01, Philadelphia County, Pennsylvania",1500000US421010337013,632
"Block Group 2, Census Tract 337.02, Philadelphia County, Pennsylvania",1500000US421010337022,2314
"Block Group 2, Census Tract 338, Philadelphia County, Pennsylvania",1500000US421010338002,2488
"Block Group 2, Census Tract 339, Philadelphia County, Pennsylvania",1500000US421010339002,1765
"Block Group 3, Census Tract 340, Philadelphia County, Pennsylvania",1500000US421010340003,727
"Block Group 3, Census Tract 341, Philadelphia County, Pennsylvania",1500000US421010341003,1274
"Block Group 2, Census Tract 342, Philadelphia County, Pennsylvania",1500000US421010342002,2170
"Block Group 3, Census Tract 344, Philadelphia County, Pennsylvania",1500000US421010344003,2212
"Block Group 2, Census Tract 348.01, Philadelphia County, Pennsylvania",1500000US421010348012,1792
"Block Group 2, Census Tract 348.02, Philadelphia County, Pennsylvania",1500000US421010348022,1435
"Block Group 2, Census Tract 348.03, Philadelphia County, Pennsylvania",1500000US421010348032,2521
"Block Group 2, Census Tract 349, Philadelphia County, Pennsylvania",1500000US421010349002,2517
"Block Group 1, Census Tract 351, Philadelphia County, Pennsylvania",1500000US421010351001,919
"Block Group 1, Census Tract 352, Philadelphia County, Pennsylvania",1500000US421010352001,2294
"Block Group 1, Census Tract 353.01, Philadelphia County, Pennsylvania",1500000US421010353011,2495
"Block Group 2, Census Tract 353.02, Philadelphia County, Pennsylvania",1500000US421010353022,2586
"Block Group 3, Census Tract 355, Philadelphia County, Pennsylvania",1500000US421010355003,3064
"Block Group 3, Census Tract 356.01, Philadelphia County, Pennsylvania",1500000US421010356013,808
"Block Group 2, Census Tract 356.02, Philadelphia County, Pennsylvania",1500000US421010356022,2229
"Block Group 1, Census Tract 357.02, Philadelphia County, Pennsylvania",1500000US421010357021,2030
"Block Group 2, Census Tract 358, Philadelphia County, Pennsylvania",1500000US421010358002,1384
"Block Group 2, Census Tract 362.03, Philadelphia County, Pennsylvania",1500000US421010362032,1094
"Block Group 2, Census Tract 363.01, Philadelphia County, Pennsylvania",1500000US421010363012,1740
"Block Group 1, Census Tract 363.03, Philadelphia County, Pennsylvania",1500000US421010363031,2158
"Block Group 4, Census Tract 363.03, Philadelphia County, Pennsylvania",1500000US421010363034,1487
"Block Group 3, Census Tract 365.01, Philadelphia County, Pennsylvania",1500000US421010365013,2514
"Block Group 1, Census Tract 366, Philadelphia County, Pennsylvania",1500000US421010366001,571
"Block Group 4, Census Tract 366, Philadelphia County, Pennsylvania",1500000US421010366004,365
"Block Group 3, Census Tract 367, Philadelphia County, Pennsylvania",1500000US421010367003,1417
"Block Group 3, Census Tract 369.01, Philadelphia County, Pennsylvania",1500000US421010369013,0
"Block Group 2, Census Tract 369.02, Philadelphia County, Pennsylvania",1500000US421010369022,1821
"Block Group 5, Census Tract 369.02, Philadelphia County, Pennsylvania",1500000US421010369025,1597
"Block Group 2, Census Tract 372, Philadelphia County, Pennsylvania",1500000US421010372002,1534
"Block Group 1, Census Tract 373, Philadelphia County, Pennsylvania",1500000US421010373001,1754
"Block Group 6, Census Tract 378, Philadelphia County, Pennsylvania",1500000US421010378006,6
"Block Group 1, Census Tract 379, Philadelphia County, Pennsylvania",1500000US421010379001,717
"Block Group 4, Census Tract 379, Philadelphia County, Pennsylvania",1500000US421010379004,753
"Block Group 1, Census Tract 380, Philadelphia County, Pennsylvania",1500000US421010380001,1218
"Block Group 2, Census Tract 5628, Allegheny County, Pennsylvania",1500000US420035628002,1025
"Block Group 1, Census Tract 5630, Allegheny County, Pennsylvania",1500000US420035630001,1092
"Block Group 1, Census Tract 5631, Allegheny County, Pennsylvania",1500000US420035631001,1428
"Block Group 1, Census Tract 5632.02, Allegheny County, Pennsylvania",1500000US420035632021,845
"Block Group 2, Census Tract 5633, Allegheny County, Pennsylvania",1500000US420035633002,857
"Block Group 3, Census Tract 5638, Allegheny County, Pennsylvania",1500000US420035638003,212
"Block Group 6, Census Tract 5638, Allegheny County, Pennsylvania",1500000US420035638006,400
"Block Group 5, Census Tract 5644, Allegheny County, Pennsylvania",1500000US420035644005,528
"Block Group 1, Census Tract 5645, Allegheny County, Pennsylvania",1500000US420035645001,1564
"Block Group 1, Census Tract 5647, Allegheny County, Pennsylvania",1500000US420035647001,528
"Block Group 1, Census Tract 5648, Allegheny County, Pennsylvania",1500000US420035648001,716
"Block Group 1, Census Tract 5652, Allegheny County, Pennsylvania",1500000US420035652001,1274
"Block Group 1, Census Tract 5653, Allegheny County, Pennsylvania",1500000US420035653001,1238
"Block Group 1, Census Tract 9803, Allegheny County, Pennsylvania",1500000US420039803001,0
"Block Group 1, Census Tract 9806, Allegheny County, Pennsylvania",1500000US420039806001,19
"Block Group 1, Census Tract 9810, Allegheny County, Pennsylvania",1500000US420039810001,4
"Block Group 1, Census Tract 9812, Allegheny County, Pennsylvania",1500000US420039812001,0
"Block Group 1, Census Tract 9501, Armstrong County, Pennsylvania",1500000US420059501001,1817
"Block Group 4, Census Tract 9501, Armstrong County, Pennsylvania",1500000US420059501004,979
"Block Group 1, Census Tract 9503, Armstrong County, Pennsylvania",1500000US420059503001,1350
"Block Group 1, Census Tract 9504, Armstrong County, Pennsylvania",1500000US420059504001,1069
"Block Group 4, Census Tract 9508, Armstrong County, Pennsylvania",1500000US420059508004,1098
"Block Group 3, Census Tract 9509, Armstrong County, Pennsylvania",1500000US420059509003,755
"Block Group 2, Census Tract 9510, Armstrong County, Pennsylvania",1500000US420059510002,921
"Block Group 2, Census Tract 9511, Armstrong County, Pennsylvania",1500000US420059511002,690
"Block Group 5, Census Tract 9511, Armstrong County, Pennsylvania",1500000US420059511005,428
"Block Group 2, Census Tract 9512, Armstrong County, Pennsylvania",1500000US420059512002,1078
"Block Group 5, Census Tract 9512, Armstrong County, Pennsylvania",1500000US420059512005,1156
"Block Group 3, Census Tract 9513, Armstrong County, Pennsylvania",1500000US420059513003,642
"Block Group 1, Census Tract 9515, Armstrong County, Pennsylvania",1500000US420059515001,658
"Block Group 4, Census Tract 9515, Armstrong County, Pennsylvania",1500000US420059515004,672
"Block Group 3, Census Tract 9516, Armstrong County, Pennsylvania",1500000US420059516003,1250
"Block Group 3, Census Tract 9517, Armstrong County, Pennsylvania",1500000US420059517003,816
"Block Group 3, Census Tract 9518, Armstrong County, Pennsylvania",1500000US420059518003,693
"Block Group 1, Census Tract 6006.01, Beaver County, Pennsylvania",1500000US420076006011,927
"Block Group 2, Census Tract 6013, Beaver County, Pennsylvania",1500000US420076013002,1909
"Block Group 3, Census Tract 6014, Beaver County, Pennsylvania",1500000US420076014003,840
"Block Group 1, Census Tract 6017, Beaver County, Pennsylvania",1500000US420076017001,1894
"Block Group 2, Census Tract 6018.01, Beaver County, Pennsylvania",1500000US420076018012,837
"Block Group 2, Census Tract 6018.02, Beaver County, Pennsylvania",1500000US420076018022,2175
"Block Group 1, Census Tract 229.02, Dauphin County, Pennsylvania",1500000US420430229021,901
"Block Group 4, Census Tract 229.02, Dauphin County, Pennsylvania",1500000US420430229024,1894
"Block Group 2, Census Tract 230, Dauphin County, Pennsylvania",1500000US420430230002,571
"Block Group 1, Census Tract 238, Dauphin County, Pennsylvania",1500000US420430238001,1677
"Block Group 1, Census Tract 239, Dauphin County, Pennsylvania",1500000US420430239001,699
"Block Group 4, Census Tract 239, Dauphin County, Pennsylvania",1500000US420430239004,792
"Block Group 3, Census Tract 240.01, Dauphin County, Pennsylvania",1500000US420430240013,2833
"Block Group 2, Census Tract 240.02, Dauphin County, Pennsylvania",1500000US420430240022,1582
"Block Group 1, Census Tract 241.04, Dauphin County, Pennsylvania",1500000US420430241041,2236
"Block Group 1, Census Tract 241.05, Dauphin County, Pennsylvania",1500000US420430241051,1232
"Block Group 4, Census Tract 241.05, Dauphin County, Pennsylvania",1500000US420430241054,1705
"Block Group 1, Census Tract 243, Dauphin County, Pennsylvania",1500000US420430243001,1814
"Block Group 2, Census Tract 244, Dauphin County, Pennsylvania",1500000US420430244002,624
"Block Group 1, Census Tract 245.02, Dauphin County, Pennsylvania",1500000US420430245021,1676
"Block Group 1, Census Tract 245.03, Dauphin County, Pennsylvania",1500000US420430245031,3382
"Block Group 4, Census Tract 245.03, Dauphin County, Pennsylvania",1500000US420430245034,1137
"Block Group 3, Census Tract 246.01, Dauphin County, Pennsylvania",1500000US420430246013,2447
"Block Group 2, Census Tract 250, Dauphin County, Pennsylvania",1500000US420430250002,846
"Block Group 2, Census Tract 251, Dauphin County, Pennsylvania",1500000US420430251002,1557
"Block Group 3, Census Tract 252, Dauphin County, Pennsylvania",1500000US420430252003,842
"Block Group 3, Census Tract 253, Dauphin County, Pennsylvania",1500000US420430253003,1357
"Block Group 1, Census Tract 255, Dauphin County, Pennsylvania",1500000US420430255001,1059
"Block Group 1, Census Tract 4003.01, Delaware County, Pennsylvania",1500000US420454003011,932
"Block Group 4, Census Tract 4003.01, Delaware County, Pennsylvania",1500000US420454003014,1973
"Block Group 1, Census Tract 4004.01, Delaware County, Pennsylvania",1500000US420454004011,1468
"Block Group 1, Census Tract 4004.02, Delaware County, Pennsylvania",1500000US420454004021,822
"Block Group 4, Census Tract 4004.02, Delaware County, Pennsylvania",1500000US420454004024,1079
"Block Group 1, Census Tract 4006, Delaware County, Pennsylvania",1500000US420454006001,2169
"Block Group 1, Census Tract 4007, Delaware County, Pennsylvania",1500000US420454007001,1186
"Block Group 4, Census Tract 4007, Delaware County, Pennsylvania",1500000US420454007004,1042
"Block Group 2, Census Tract 4008.01, Delaware County, Pennsylvania",1500000US420454008012,1226
"Block Group 3, Census Tract 4012, Delaware County, Pennsylvania",1500000US420454012003,846
"Block Group 2, Census Tract 4013.02, Delaware County, Pennsylvania",1500000US420454013022,2253
"Block Group 2, Census Tract 4014.01, Delaware County, Pennsylvania",1500000US420454014012,1035
"Block Group 3, Census Tract 4014.02, Delaware County, Pennsylvania",1500000US420454014023,1251
"Block Group 2, Census Tract 4015.02, Delaware County, Pennsylvania",1500000US420454015022,940
"Block Group 1, Census Tract 4015.03, Delaware County, Pennsylvania",1500000US420454015031,1573
"Block Group 2, Census Tract 4016, Delaware County, Pennsylvania",1500000US420454016002,985
"Block Group 2, Census Tract 4018, Delaware County, Pennsylvania",1500000US420454018002,1021
"Block Group 2, Census Tract 4019, Delaware County, Pennsylvania",1500000US420454019002,884
"Block Group 2, Census Tract 117.02, Lycoming County, Pennsylvania",1500000US420810117022,1533
"Block Group 1, Census Tract 119, Lycoming County, Pennsylvania",1500000US420810119001,1528
"Block Group 4, Census Tract 119, Lycoming County, Pennsylvania",1500000US420810119004,622
"Block Group 1, Census Tract 4201, McKean County, Pennsylvania",1500000US420834201001,1403
"Block Group 2, Census Tract 4202, McKean County, Pennsylvania",1500000US420834202002,1203
"Block Group 3, Census Tract 4203, McKean County, Pennsylvania",1500000US420834203003,950
"Block Group 1, Census Tract 4205, McKean County, Pennsylvania",1500000US420834205001,975
"Block Group 1, Census Tract 4206, McKean County, Pennsylvania",1500000US420834206001,1323
"Block Group 4, Census Tract 4206, McKean County, Pennsylvania",1500000US420834206004,878
"Block Group 1, Census Tract 4207, McKean County, Pennsylvania",1500000US420834207001,838
"Block Group 4, Census Tract 4207, McKean County, Pennsylvania",1500000US420834207004,683
"Block Group 3, Census Tract 301, Mercer County, Pennsylvania",1500000US420850301003,586
"Block Group 3, Census Tract 303, Mercer County, Pennsylvania",1500000US420850303003,692
"Block Group 2, Census Tract 304, Mercer County, Pennsylvania",1500000US420850304002,817
"Block Group 2, Census Tract 305, Mercer County, Pennsylvania",1500000US420850305002,763
"Block Group 2, Census Tract 309, Mercer County, Pennsylvania",1500000US420850309002,921
"Block Group 2, Census Tract 311, Mercer County, Pennsylvania",1500000US420850311002,845
"Block Group 3, Census Tract 312, Mercer County, Pennsylvania",1500000US420850312003,1233
"Block Group 1, Census Tract 313, Mercer County, Pennsylvania",1500000US420850313001,762
"Block Group 2, Census Tract 314, Mercer County, Pennsylvania",1500000US420850314002,786
"Block Group 5, Census Tract 314, Mercer County, Pennsylvania",1500000US420850314005,951
"Block Group 2, Census Tract 317, Mercer County, Pennsylvania",1500000US420850317002,714
"Block Group 2, Census Tract 318, Mercer County, Pennsylvania",1500000US420850318002,953
"Block Group 5, Census Tract 318, Mercer County, Pennsylvania",1500000US420850318005,721
"Block Group 3, Census Tract 319, Mercer County, Pennsylvania",1500000US420850319003,770
"Block Group 2, Census Tract 320, Mercer County, Pennsylvania",1500000US420850320002,1052
"Block Group 5, Census Tract 320, Mercer County, Pennsylvania",1500000US420850320005,677
"Block Group 3, Census Tract 324.03, Mercer County, Pennsylvania",1500000US420850324033,920
"Block Group 1, Census Tract 325.03, Mercer County, Pennsylvania",1500000US420850325031,1652
"Block Group 3, Census Tract 325.04, Mercer County, Pennsylvania",1500000US420850325043,1202
"Block Group 2, Census Tract 326.01, Mercer County, Pennsylvania",1500000US420850326012,693
"Block Group 5, Census Tract 326.01, Mercer County, Pennsylvania",1500000US420850326015,880
"Block Group 2, Census Tract 326.02, Mercer County, Pennsylvania",1500000US420850326022,1262
"Block Group 1, Census Tract 327.01, Mercer County, Pennsylvania",1500000US420850327011,818
"Block Group 4, Census Tract 327.01, Mercer County, Pennsylvania",1500000US420850327014,671
"Block Group 2, Census Tract 327.02, Mercer County, Pennsylvania",1500000US420850327022,1315
"Block Group 3, Census Tract 328.01, Mercer County, Pennsylvania",1500000US420850328013,1301
"Block Group 3, Census Tract 328.02, Mercer County, Pennsylvania",1500000US420850328023,560
"Block Group 3, Census Tract 329, Mercer County, Pennsylvania",1500000US420850329003,1124
"Block Group 3, Census Tract 330, Mercer County, Pennsylvania",1500000US420850330003,632
"Block Group 1, Census Tract 382, Philadelphia County, Pennsylvania",1500000US421010382001,916
"Block Group 1, Census Tract 383.01, Philadelphia County, Pennsylvania",1500000US421010383011,2663
"Block Group 1, Census Tract 385, Philadelphia County, Pennsylvania",1500000US421010385001,1855
"Block Group 2, Census Tract 387, Philadelphia County, Pennsylvania",1500000US421010387002,655
"Block Group 4, Census Tract 388, Philadelphia County, Pennsylvania",1500000US421010388004,1190
"Block Group 3, Census Tract 389, Philadelphia County, Pennsylvania",1500000US421010389003,984
"Block Group 3, Census Tract 390.01, Philadelphia County, Pennsylvania",1500000US421010390013,912
"Block Group 2, Census Tract 390.02, Philadelphia County, Pennsylvania",1500000US421010390022,1340
"Block Group 1, Census Tract 391, Philadelphia County, Pennsylvania",1500000US421010391001,0
"Block Group 4, Census Tract 391, Philadelphia County, Pennsylvania",1500000US421010391004,683
"Block Group 3, Census Tract 9807.01, Philadelphia County, Pennsylvania",1500000US421019807013,0
"Block Group 1, Census Tract 9809.01, Philadelphia County, Pennsylvania",1500000US421019809011,29
"Block Group 4, Census Tract 9809.01, Philadelphia County, Pennsylvania",1500000US421019809014,3
"Block Group 7, Census Tract 9809.01, Philadelphia County, Pennsylvania",1500000US421019809017,0
"Block Group 1, Census Tract 9809.03, Philadelphia County, Pennsylvania",1500000US421019809031,6
"Block Group 1, Census Tract 9809.06, Philadelphia County, Pennsylvania",1500000US421019809061,0
"Block Group 3, Census Tract 9891, Philadelphia County, Pennsylvania",1500000US421019891003,1830
"Block Group 2, Census Tract 9892, Philadelphia County, Pennsylvania",1500000US421019892002,3
"Block Group 5, Census Tract 9892, Philadelphia County, Pennsylvania",1500000US421019892005,0
"Block Group 2, Census Tract 9893, Philadelphia County, Pennsylvania",1500000US421019893002,64
"Block Group 3, Census Tract 9501.02, Pike County, Pennsylvania",1500000US421039501023,900
"Block Group 1, Census Tract 9501.04, Pike County, Pennsylvania",1500000US421039501041,1269
"Block Group 2, Census Tract 9502.02, Pike County, Pennsylvania",1500000US421039502022,696
"Block Group 1, Census Tract 9506.01, Pike County, Pennsylvania",1500000US421039506011,1523
"Block Group 2, Census Tract 9506.06, Pike County, Pennsylvania",1500000US421039506062,1393
"Block Group 5, Census Tract 9506.06, Pike County, Pennsylvania",1500000US421039506065,1107
"Block Group 3, Census Tract 9506.07, Pike County, Pennsylvania",1500000US421039506073,105
"Block Group 1, Census Tract 9507.01, Pike County, Pennsylvania",1500000US421039507011,1010
"Block Group 4, Census Tract 9507.01, Pike County, Pennsylvania",1500000US421039507014,820
"Block Group 3, Census Tract 9507.02, Pike County, Pennsylvania",1500000US421039507023,1262
"Block Group 2, Census Tract 9508.04, Pike County, Pennsylvania",1500000US421039508042,1247
"Block Group 2, Census Tract 9508.05, Pike County, Pennsylvania",1500000US421039508052,678
"Block Group 1, Census Tract 9508.06, Pike County, Pennsylvania",1500000US421039508061,1190
"Block Group 2, Census Tract 9509.01, Pike County, Pennsylvania",1500000US421039509012,907
"Block Group 2, Census Tract 9509.02, Pike County, Pennsylvania",1500000US421039509022,551
"Block Group 2, Census Tract 9501.01, Potter County, Pennsylvania",1500000US421059501012,1218
"Block Group 1, Census Tract 9502, Potter County, Pennsylvania",1500000US421059502001,1142
"Block Group 1, Census Tract 9503, Potter County, Pennsylvania",1500000US421059503001,967
"Block Group 2, Census Tract 3, Schuylkill County, Pennsylvania",1500000US421070003002,1215
"Block Group 1, Census Tract 4, Schuylkill County, Pennsylvania",1500000US421070004001,1398
"Block Group 2, Census Tract 6021, Beaver County, Pennsylvania",1500000US420076021002,877
"Block Group 2, Census Tract 6023, Beaver County, Pennsylvania",1500000US420076023002,1721
"Block Group 1, Census Tract 6025, Beaver County, Pennsylvania",1500000US420076025001,1295
"Block Group 3, Census Tract 6026.01, Beaver County, Pennsylvania",1500000US420076026013,1554
"Block Group 1, Census Tract 6027.01, Beaver County, Pennsylvania",1500000US420076027011,1234
"Block Group 2, Census Tract 6027.02, Beaver County, Pennsylvania",1500000US420076027022,1008
"Block Group 2, Census Tract 6028, Beaver County, Pennsylvania",1500000US420076028002,947
"Block Group 2, Census Tract 6029, Beaver County, Pennsylvania",1500000US420076029002,1201
"Block Group 3, Census Tract 6030, Beaver County, Pennsylvania",1500000US420076030003,1261
"Block Group 3, Census Tract 6032.02, Beaver County, Pennsylvania",1500000US420076032023,1712
"Block Group 2, Census Tract 6038.02, Beaver County, Pennsylvania",1500000US420076038022,2218
"Block Group 1, Census Tract 6039, Beaver County, Pennsylvania",1500000US420076039001,1655
"Block Group 2, Census Tract 6040, Beaver County, Pennsylvania",1500000US420076040002,1298
"Block Group 3, Census Tract 6041, Beaver County, Pennsylvania",1500000US420076041003,851
"Block Group 1, Census Tract 6045, Beaver County, Pennsylvania",1500000US420076045001,393
"Block Group 1, Census Tract 6046, Beaver County, Pennsylvania",1500000US420076046001,958
"Block Group 1, Census Tract 6047, Beaver County, Pennsylvania",1500000US420076047001,1469
"Block Group 3, Census Tract 6048, Beaver County, Pennsylvania",1500000US420076048003,2737
"Block Group 3, Census Tract 6049.01, Beaver County, Pennsylvania",1500000US420076049013,1049
"Block Group 2, Census Tract 6049.02, Beaver County, Pennsylvania",1500000US420076049022,1456
"Block Group 1, Census Tract 6050.01, Beaver County, Pennsylvania",1500000US420076050011,1215
"Block Group 2, Census Tract 6050.02, Beaver County, Pennsylvania",1500000US420076050022,1186
"Block Group 2, Census Tract 6051, Beaver County, Pennsylvania",1500000US420076051002,1471
"Block Group 1, Census Tract 6052, Beaver County, Pennsylvania",1500000US420076052001,1316
"Block Group 2, Census Tract 6053, Beaver County, Pennsylvania",1500000US420076053002,1733
"Block Group 2, Census Tract 6058, Beaver County, Pennsylvania",1500000US420076058002,610
"Block Group 5, Census Tract 6058, Beaver County, Pennsylvania",1500000US420076058005,1035
"Block Group 3, Census Tract 9601, Bedford County, Pennsylvania",1500000US420099601003,1465
"Block Group 3, Census Tract 9602, Bedford County, Pennsylvania",1500000US420099602003,1022
"Block Group 3, Census Tract 9603, Bedford County, Pennsylvania",1500000US420099603003,1275
"Block Group 3, Census Tract 9604, Bedford County, Pennsylvania",1500000US420099604003,1205
"Block Group 2, Census Tract 9605, Bedford County, Pennsylvania",1500000US420099605002,943
"Block Group 1, Census Tract 9606, Bedford County, Pennsylvania",1500000US420099606001,1047
"Block Group 4, Census Tract 9606, Bedford County, Pennsylvania",1500000US420099606004,760
"Block Group 2, Census Tract 9607, Bedford County, Pennsylvania",1500000US420099607002,765
"Block Group 1, Census Tract 9608, Bedford County, Pennsylvania",1500000US420099608001,956
"Block Group 4, Census Tract 9608, Bedford County, Pennsylvania",1500000US420099608004,1285
"Block Group 3, Census Tract 9609, Bedford County, Pennsylvania",1500000US420099609003,898
"Block Group 2, Census Tract 9610.01, Bedford County, Pennsylvania",1500000US420099610012,1354
"Block Group 1, Census Tract 9611, Bedford County, Pennsylvania",1500000US420099611001,1454
"Block Group 1, Census Tract 4020, Delaware County, Pennsylvania",1500000US420454020001,1419
"Block Group 2, Census Tract 4021, Delaware County, Pennsylvania",1500000US420454021002,765
"Block Group 1, Census Tract 4022, Delaware County, Pennsylvania",1500000US420454022001,2422
"Block Group 1, Census Tract 4024, Delaware County, Pennsylvania",1500000US420454024001,1401
"Block Group 1, Census Tract 4025, Delaware County, Pennsylvania",1500000US420454025001,1302
"Block Group 1, Census Tract 4026, Delaware County, Pennsylvania",1500000US420454026001,2183
"Block Group 3, Census Tract 4031.01, Delaware County, Pennsylvania",1500000US420454031013,1141
"Block Group 1, Census Tract 4031.04, Delaware County, Pennsylvania",1500000US420454031041,1063
"Block Group 2, Census Tract 4032, Delaware County, Pennsylvania",1500000US420454032002,1828
"Block Group 3, Census Tract 4033, Delaware County, Pennsylvania",1500000US420454033003,892
"Block Group 2, Census Tract 4034.01, Delaware County, Pennsylvania",1500000US420454034012,1819
"Block Group 1, Census Tract 4035.01, Delaware County, Pennsylvania",1500000US420454035011,1570
"Block Group 1, Census Tract 4035.02, Delaware County, Pennsylvania",1500000US420454035021,1241
"Block Group 1, Census Tract 4036.01, Delaware County, Pennsylvania",1500000US420454036011,2368
"Block Group 2, Census Tract 4036.02, Delaware County, Pennsylvania",1500000US420454036022,637
"Block Group 1, Census Tract 4037.02, Delaware County, Pennsylvania",1500000US420454037021,591
"Block Group 2, Census Tract 4038, Delaware County, Pennsylvania",1500000US420454038002,1391
"Block Group 5, Census Tract 4038, Delaware County, Pennsylvania",1500000US420454038005,1287
"Block Group 2, Census Tract 4039.01, Delaware County, Pennsylvania",1500000US420454039012,1581
"Block Group 1, Census Tract 4040.03, Delaware County, Pennsylvania",1500000US420454040031,2216
"Block Group 2, Census Tract 4041.03, Delaware County, Pennsylvania",1500000US420454041032,1566
"Block Group 3, Census Tract 4043, Delaware County, Pennsylvania",1500000US420454043003,1687
"Block Group 1, Census Tract 4045, Delaware County, Pennsylvania",1500000US420454045001,1242
"Block Group 4, Census Tract 4045, Delaware County, Pennsylvania",1500000US420454045004,1737
"Block Group 3, Census Tract 4046, Delaware County, Pennsylvania",1500000US420454046003,620
"Block Group 1, Census Tract 4048, Delaware County, Pennsylvania",1500000US420454048001,745
"Block Group 2, Census Tract 4049, Delaware County, Pennsylvania",1500000US420454049002,659
"Block Group 1, Census Tract 4051, Delaware County, Pennsylvania",1500000US420454051001,891
"Block Group 2, Census Tract 4052, Delaware County, Pennsylvania",1500000US420454052002,689
"Block Group 1, Census Tract 4054, Delaware County, Pennsylvania",1500000US420454054001,1776
"Block Group 2, Census Tract 4061, Delaware County, Pennsylvania",1500000US420454061002,1451
"Block Group 3, Census Tract 4062.01, Delaware County, Pennsylvania",1500000US420454062013,1346
"Block Group 3, Census Tract 4062.02, Delaware County, Pennsylvania",1500000US420454062023,1633
"Block Group 2, Census Tract 4063, Delaware County, Pennsylvania",1500000US420454063002,632
"Block Group 1, Census Tract 4064.02, Delaware County, Pennsylvania",1500000US420454064021,1385
"Block Group 1, Census Tract 4069.02, Delaware County, Pennsylvania",1500000US420454069021,2139
"Block Group 1, Census Tract 4069.03, Delaware County, Pennsylvania",1500000US420454069031,1675
"Block Group 1, Census Tract 4069.04, Delaware County, Pennsylvania",1500000US420454069041,2962
"Block Group 1, Census Tract 4071.01, Delaware County, Pennsylvania",1500000US420454071011,1376
"Block Group 2, Census Tract 4071.02, Delaware County, Pennsylvania",1500000US420454071022,814
"Block Group 1, Census Tract 331, Mercer County, Pennsylvania",1500000US420850331001,1420
"Block Group 4, Census Tract 331, Mercer County, Pennsylvania",1500000US420850331004,1405
"Block Group 2, Census Tract 9603, Mifflin County, Pennsylvania",1500000US420879603002,929
"Block Group 2, Census Tract 9604, Mifflin County, Pennsylvania",1500000US420879604002,818
"Block Group 2, Census Tract 9605, Mifflin County, Pennsylvania",1500000US420879605002,1106
"Block Group 2, Census Tract 9606, Mifflin County, Pennsylvania",1500000US420879606002,980
"Block Group 1, Census Tract 9607, Mifflin County, Pennsylvania",1500000US420879607001,1034
"Block Group 2, Census Tract 9608, Mifflin County, Pennsylvania",1500000US420879608002,1549
"Block Group 2, Census Tract 9609, Mifflin County, Pennsylvania",1500000US420879609002,815
"Block Group 1, Census Tract 9611.01, Mifflin County, Pennsylvania",1500000US420879611011,1195
"Block Group 1, Census Tract 9611.02, Mifflin County, Pennsylvania",1500000US420879611021,1033
"Block Group 4, Census Tract 9611.02, Mifflin County, Pennsylvania",1500000US420879611024,737
"Block Group 3, Census Tract 9612, Mifflin County, Pennsylvania",1500000US420879612003,924
"Block Group 3, Census Tract 3001.01, Monroe County, Pennsylvania",1500000US420893001013,490
"Block Group 3, Census Tract 3001.03, Monroe County, Pennsylvania",1500000US420893001033,448
"Block Group 1, Census Tract 3002.01, Monroe County, Pennsylvania",1500000US420893002011,1428
"Block Group 1, Census Tract 3003.13, Monroe County, Pennsylvania",1500000US420893003131,618
"Block Group 1, Census Tract 3003.14, Monroe County, Pennsylvania",1500000US420893003141,1837
"Block Group 2, Census Tract 3003.15, Monroe County, Pennsylvania",1500000US420893003152,1166
"Block Group 2, Census Tract 3003.16, Monroe County, Pennsylvania",1500000US420893003162,2040
"Block Group 2, Census Tract 3003.17, Monroe County, Pennsylvania",1500000US420893003172,2155
"Block Group 2, Census Tract 3003.18, Monroe County, Pennsylvania",1500000US420893003182,594
"Block Group 3, Census Tract 3003.19, Monroe County, Pennsylvania",1500000US420893003193,1251
"Block Group 1, Census Tract 3003.21, Monroe County, Pennsylvania",1500000US420893003211,536
"Block Group 2, Census Tract 3003.22, Monroe County, Pennsylvania",1500000US420893003222,1434
"Block Group 1, Census Tract 3004.01, Monroe County, Pennsylvania",1500000US420893004011,952
"Block Group 4, Census Tract 3004.01, Monroe County, Pennsylvania",1500000US420893004014,1517
