geoname,geoid,total
"Block Group 3, Census Tract 104, Lancaster County, Pennsylvania",1500000US420710104003,1541
"Block Group 4, Census Tract 104, Lancaster County, Pennsylvania",1500000US420710104004,1177
"Block Group 1, Census Tract 105.01, Lancaster County, Pennsylvania",1500000US420710105011,1726
"Block Group 2, Census Tract 105.01, Lancaster County, Pennsylvania",1500000US420710105012,2076
"Block Group 3, Census Tract 105.01, Lancaster County, Pennsylvania",1500000US420710105013,687
"Block Group 1, Census Tract 105.02, Lancaster County, Pennsylvania",1500000US420710105021,1743
"Block Group 2, Census Tract 105.02, Lancaster County, Pennsylvania",1500000US420710105022,1056
"Block Group 3, Census Tract 105.02, Lancaster County, Pennsylvania",1500000US420710105023,3690
"Block Group 4, Census Tract 105.02, Lancaster County, Pennsylvania",1500000US420710105024,1046
"Block Group 1, Census Tract 106.01, Lancaster County, Pennsylvania",1500000US420710106011,1963
"Block Group 3, Census Tract 106.01, Lancaster County, Pennsylvania",1500000US420710106013,1523
"Block Group 1, Census Tract 106.02, Lancaster County, Pennsylvania",1500000US420710106021,1772
"Block Group 3, Census Tract 106.02, Lancaster County, Pennsylvania",1500000US420710106023,1361
"Block Group 1, Census Tract 107.01, Lancaster County, Pennsylvania",1500000US420710107011,922
"Block Group 3, Census Tract 107.01, Lancaster County, Pennsylvania",1500000US420710107013,873
"Block Group 4, Census Tract 107.01, Lancaster County, Pennsylvania",1500000US420710107014,1539
"Block Group 1, Census Tract 107.02, Lancaster County, Pennsylvania",1500000US420710107021,2045
"Block Group 2, Census Tract 107.02, Lancaster County, Pennsylvania",1500000US420710107022,1176
"Block Group 4, Census Tract 107.02, Lancaster County, Pennsylvania",1500000US420710107024,1165
"Block Group 1, Census Tract 108.02, Lancaster County, Pennsylvania",1500000US420710108021,1764
"Block Group 1, Census Tract 108.03, Lancaster County, Pennsylvania",1500000US420710108031,1542
"Block Group 2, Census Tract 108.03, Lancaster County, Pennsylvania",1500000US420710108032,1453
"Block Group 1, Census Tract 108.04, Lancaster County, Pennsylvania",1500000US420710108041,1436
"Block Group 2, Census Tract 108.04, Lancaster County, Pennsylvania",1500000US420710108042,1317
"Block Group 3, Census Tract 108.04, Lancaster County, Pennsylvania",1500000US420710108043,1550
"Block Group 2, Census Tract 109.01, Lancaster County, Pennsylvania",1500000US420710109012,1254
"Block Group 3, Census Tract 109.01, Lancaster County, Pennsylvania",1500000US420710109013,1824
"Block Group 2, Census Tract 109.02, Lancaster County, Pennsylvania",1500000US420710109022,1493
"Block Group 3, Census Tract 109.02, Lancaster County, Pennsylvania",1500000US420710109023,978
"Block Group 2, Census Tract 110, Lancaster County, Pennsylvania",1500000US420710110002,1242
"Block Group 1, Census Tract 111.01, Lancaster County, Pennsylvania",1500000US420710111011,1762
"Block Group 3, Census Tract 111.01, Lancaster County, Pennsylvania",1500000US420710111013,1251
"Block Group 1, Census Tract 111.02, Lancaster County, Pennsylvania",1500000US420710111021,1158
"Block Group 3, Census Tract 111.02, Lancaster County, Pennsylvania",1500000US420710111023,1468
"Block Group 1, Census Tract 112, Lancaster County, Pennsylvania",1500000US420710112001,1982
"Block Group 2, Census Tract 113, Lancaster County, Pennsylvania",1500000US420710113002,1451
"Block Group 3, Census Tract 113, Lancaster County, Pennsylvania",1500000US420710113003,912
"Block Group 2, Census Tract 114, Lancaster County, Pennsylvania",1500000US420710114002,1438
"Block Group 3, Census Tract 114, Lancaster County, Pennsylvania",1500000US420710114003,1677
"Block Group 2, Census Tract 2123, Luzerne County, Pennsylvania",1500000US420792123002,712
"Block Group 3, Census Tract 2123, Luzerne County, Pennsylvania",1500000US420792123003,1135
"Block Group 1, Census Tract 2127, Luzerne County, Pennsylvania",1500000US420792127001,1381
"Block Group 2, Census Tract 2127, Luzerne County, Pennsylvania",1500000US420792127002,1325
"Block Group 3, Census Tract 2127, Luzerne County, Pennsylvania",1500000US420792127003,1272
"Block Group 4, Census Tract 2127, Luzerne County, Pennsylvania",1500000US420792127004,1239
"Block Group 2, Census Tract 2128, Luzerne County, Pennsylvania",1500000US420792128002,830
"Block Group 3, Census Tract 2128, Luzerne County, Pennsylvania",1500000US420792128003,1043
"Block Group 1, Census Tract 2129, Luzerne County, Pennsylvania",1500000US420792129001,1451
"Block Group 1, Census Tract 2130, Luzerne County, Pennsylvania",1500000US420792130001,776
"Block Group 1, Census Tract 2131, Luzerne County, Pennsylvania",1500000US420792131001,1761
"Block Group 1, Census Tract 2132, Luzerne County, Pennsylvania",1500000US420792132001,1416
"Block Group 3, Census Tract 2132, Luzerne County, Pennsylvania",1500000US420792132003,1033
"Block Group 4, Census Tract 2132, Luzerne County, Pennsylvania",1500000US420792132004,959
"Block Group 2, Census Tract 2133, Luzerne County, Pennsylvania",1500000US420792133002,893
"Block Group 1, Census Tract 2134, Luzerne County, Pennsylvania",1500000US420792134001,1083
"Block Group 3, Census Tract 2134, Luzerne County, Pennsylvania",1500000US420792134003,1026
"Block Group 4, Census Tract 2134, Luzerne County, Pennsylvania",1500000US420792134004,1120
"Block Group 2, Census Tract 2136, Luzerne County, Pennsylvania",1500000US420792136002,993
"Block Group 1, Census Tract 2137, Luzerne County, Pennsylvania",1500000US420792137001,767
"Block Group 1, Census Tract 2138, Luzerne County, Pennsylvania",1500000US420792138001,1605
"Block Group 1, Census Tract 2139, Luzerne County, Pennsylvania",1500000US420792139001,865
"Block Group 1, Census Tract 2141, Luzerne County, Pennsylvania",1500000US420792141001,986
"Block Group 2, Census Tract 2141, Luzerne County, Pennsylvania",1500000US420792141002,1510
"Block Group 1, Census Tract 2142, Luzerne County, Pennsylvania",1500000US420792142001,734
"Block Group 2, Census Tract 2142, Luzerne County, Pennsylvania",1500000US420792142002,1531
"Block Group 1, Census Tract 2143, Luzerne County, Pennsylvania",1500000US420792143001,917
"Block Group 2, Census Tract 2143, Luzerne County, Pennsylvania",1500000US420792143002,1204
"Block Group 2, Census Tract 2144, Luzerne County, Pennsylvania",1500000US420792144002,861
"Block Group 1, Census Tract 2145, Luzerne County, Pennsylvania",1500000US420792145001,861
"Block Group 1, Census Tract 2146, Luzerne County, Pennsylvania",1500000US420792146001,717
"Block Group 2, Census Tract 2146, Luzerne County, Pennsylvania",1500000US420792146002,1212
"Block Group 1, Census Tract 2149, Luzerne County, Pennsylvania",1500000US420792149001,798
"Block Group 2, Census Tract 2149, Luzerne County, Pennsylvania",1500000US420792149002,660
"Block Group 2, Census Tract 2150, Luzerne County, Pennsylvania",1500000US420792150002,527
"Block Group 1, Census Tract 2151, Luzerne County, Pennsylvania",1500000US420792151001,1031
"Block Group 2, Census Tract 2151, Luzerne County, Pennsylvania",1500000US420792151002,686
"Block Group 3, Census Tract 2151, Luzerne County, Pennsylvania",1500000US420792151003,879
"Block Group 1, Census Tract 2152, Luzerne County, Pennsylvania",1500000US420792152001,965
"Block Group 2, Census Tract 2152, Luzerne County, Pennsylvania",1500000US420792152002,2218
"Block Group 4, Census Tract 2036.02, Montgomery County, Pennsylvania",1500000US420912036024,1175
"Block Group 1, Census Tract 2037.01, Montgomery County, Pennsylvania",1500000US420912037011,1620
"Block Group 1, Census Tract 2038.01, Montgomery County, Pennsylvania",1500000US420912038011,832
"Block Group 3, Census Tract 2038.01, Montgomery County, Pennsylvania",1500000US420912038013,754
"Block Group 4, Census Tract 2038.01, Montgomery County, Pennsylvania",1500000US420912038014,984
"Block Group 1, Census Tract 2038.03, Montgomery County, Pennsylvania",1500000US420912038031,2919
"Block Group 3, Census Tract 2038.03, Montgomery County, Pennsylvania",1500000US420912038033,1369
"Block Group 1, Census Tract 2038.04, Montgomery County, Pennsylvania",1500000US420912038041,1602
"Block Group 1, Census Tract 2039.01, Montgomery County, Pennsylvania",1500000US420912039011,884
"Block Group 2, Census Tract 2039.01, Montgomery County, Pennsylvania",1500000US420912039012,862
"Block Group 4, Census Tract 2039.01, Montgomery County, Pennsylvania",1500000US420912039014,754
"Block Group 1, Census Tract 2039.02, Montgomery County, Pennsylvania",1500000US420912039021,1975
"Block Group 3, Census Tract 2039.02, Montgomery County, Pennsylvania",1500000US420912039023,1039
"Block Group 1, Census Tract 2040.02, Montgomery County, Pennsylvania",1500000US420912040021,8
"Block Group 3, Census Tract 2040.02, Montgomery County, Pennsylvania",1500000US420912040023,2365
"Block Group 4, Census Tract 2040.02, Montgomery County, Pennsylvania",1500000US420912040024,1171
"Block Group 2, Census Tract 2040.07, Montgomery County, Pennsylvania",1500000US420912040072,1523
"Block Group 1, Census Tract 2040.08, Montgomery County, Pennsylvania",1500000US420912040081,3152
"Block Group 1, Census Tract 2040.09, Montgomery County, Pennsylvania",1500000US420912040091,1396
"Block Group 2, Census Tract 2040.09, Montgomery County, Pennsylvania",1500000US420912040092,805
"Block Group 1, Census Tract 2040.10, Montgomery County, Pennsylvania",1500000US420912040101,1889
"Block Group 2, Census Tract 2040.10, Montgomery County, Pennsylvania",1500000US420912040102,733
"Block Group 2, Census Tract 2041.01, Montgomery County, Pennsylvania",1500000US420912041012,2424
"Block Group 1, Census Tract 2041.04, Montgomery County, Pennsylvania",1500000US420912041041,1560
"Block Group 2, Census Tract 2041.04, Montgomery County, Pennsylvania",1500000US420912041042,1132
"Block Group 1, Census Tract 2042, Montgomery County, Pennsylvania",1500000US420912042001,696
"Block Group 1, Census Tract 2043, Montgomery County, Pennsylvania",1500000US420912043001,439
"Block Group 2, Census Tract 2043, Montgomery County, Pennsylvania",1500000US420912043002,352
"Block Group 4, Census Tract 2043, Montgomery County, Pennsylvania",1500000US420912043004,879
"Block Group 5, Census Tract 2043, Montgomery County, Pennsylvania",1500000US420912043005,1560
"Block Group 1, Census Tract 2044, Montgomery County, Pennsylvania",1500000US420912044001,11
"Block Group 2, Census Tract 2044, Montgomery County, Pennsylvania",1500000US420912044002,1139
"Block Group 3, Census Tract 2044, Montgomery County, Pennsylvania",1500000US420912044003,698
"Block Group 4, Census Tract 2044, Montgomery County, Pennsylvania",1500000US420912044004,1711
"Block Group 1, Census Tract 2045, Montgomery County, Pennsylvania",1500000US420912045001,2248
"Block Group 2, Census Tract 2045, Montgomery County, Pennsylvania",1500000US420912045002,2740
"Block Group 1, Census Tract 2046, Montgomery County, Pennsylvania",1500000US420912046001,1072
"Block Group 2, Census Tract 2046, Montgomery County, Pennsylvania",1500000US420912046002,2367
"Block Group 3, Census Tract 2046, Montgomery County, Pennsylvania",1500000US420912046003,1502
"Block Group 2, Census Tract 33, Philadelphia County, Pennsylvania",1500000US421010033002,664
"Block Group 3, Census Tract 33, Philadelphia County, Pennsylvania",1500000US421010033003,738
"Block Group 5, Census Tract 33, Philadelphia County, Pennsylvania",1500000US421010033005,998
"Block Group 6, Census Tract 33, Philadelphia County, Pennsylvania",1500000US421010033006,962
"Block Group 2, Census Tract 36, Philadelphia County, Pennsylvania",1500000US421010036002,1128
"Block Group 3, Census Tract 36, Philadelphia County, Pennsylvania",1500000US421010036003,2204
"Block Group 1, Census Tract 37.01, Philadelphia County, Pennsylvania",1500000US421010037011,1120
"Block Group 2, Census Tract 37.01, Philadelphia County, Pennsylvania",1500000US421010037012,1017
"Block Group 4, Census Tract 37.01, Philadelphia County, Pennsylvania",1500000US421010037014,1281
"Block Group 5, Census Tract 37.01, Philadelphia County, Pennsylvania",1500000US421010037015,1511
"Block Group 2, Census Tract 37.02, Philadelphia County, Pennsylvania",1500000US421010037022,1472
"Block Group 3, Census Tract 37.02, Philadelphia County, Pennsylvania",1500000US421010037023,648
"Block Group 2, Census Tract 38, Philadelphia County, Pennsylvania",1500000US421010038002,882
"Block Group 3, Census Tract 38, Philadelphia County, Pennsylvania",1500000US421010038003,954
"Block Group 4, Census Tract 38, Philadelphia County, Pennsylvania",1500000US421010038004,17
"Block Group 1, Census Tract 39.01, Philadelphia County, Pennsylvania",1500000US421010039011,1449
"Block Group 2, Census Tract 39.01, Philadelphia County, Pennsylvania",1500000US421010039012,1283
"Block Group 4, Census Tract 39.01, Philadelphia County, Pennsylvania",1500000US421010039014,1633
"Block Group 1, Census Tract 39.02, Philadelphia County, Pennsylvania",1500000US421010039021,1416
"Block Group 3, Census Tract 39.02, Philadelphia County, Pennsylvania",1500000US421010039023,1758
"Block Group 1, Census Tract 40.01, Philadelphia County, Pennsylvania",1500000US421010040011,1329
"Block Group 3, Census Tract 40.01, Philadelphia County, Pennsylvania",1500000US421010040013,918
"Block Group 4, Census Tract 40.01, Philadelphia County, Pennsylvania",1500000US421010040014,956
"Block Group 2, Census Tract 40.02, Philadelphia County, Pennsylvania",1500000US421010040022,1665
"Block Group 3, Census Tract 40.02, Philadelphia County, Pennsylvania",1500000US421010040023,1242
"Block Group 4, Census Tract 40.02, Philadelphia County, Pennsylvania",1500000US421010040024,1068
"Block Group 1, Census Tract 41.01, Philadelphia County, Pennsylvania",1500000US421010041011,835
"Block Group 2, Census Tract 41.01, Philadelphia County, Pennsylvania",1500000US421010041012,937
"Block Group 3, Census Tract 41.01, Philadelphia County, Pennsylvania",1500000US421010041013,3269
"Block Group 4, Census Tract 41.01, Philadelphia County, Pennsylvania",1500000US421010041014,1142
"Block Group 5, Census Tract 41.01, Philadelphia County, Pennsylvania",1500000US421010041015,983
"Block Group 1, Census Tract 41.03, Philadelphia County, Pennsylvania",1500000US421010041031,1705
"Block Group 2, Census Tract 41.03, Philadelphia County, Pennsylvania",1500000US421010041032,2568
"Block Group 1, Census Tract 41.04, Philadelphia County, Pennsylvania",1500000US421010041041,1465
"Block Group 2, Census Tract 41.04, Philadelphia County, Pennsylvania",1500000US421010041042,3096
"Block Group 1, Census Tract 42.01, Philadelphia County, Pennsylvania",1500000US421010042011,711
"Block Group 2, Census Tract 42.01, Philadelphia County, Pennsylvania",1500000US421010042012,2100
"Block Group 3, Census Tract 42.01, Philadelphia County, Pennsylvania",1500000US421010042013,786
"Block Group 1, Census Tract 42.02, Philadelphia County, Pennsylvania",1500000US421010042021,1514
"Block Group 2, Census Tract 305.01, Philadelphia County, Pennsylvania",1500000US421010305012,1662
"Block Group 3, Census Tract 305.01, Philadelphia County, Pennsylvania",1500000US421010305013,2276
"Block Group 2, Census Tract 305.02, Philadelphia County, Pennsylvania",1500000US421010305022,1340
"Block Group 3, Census Tract 305.02, Philadelphia County, Pennsylvania",1500000US421010305023,1051
"Block Group 5, Census Tract 305.02, Philadelphia County, Pennsylvania",1500000US421010305025,743
"Block Group 1, Census Tract 306, Philadelphia County, Pennsylvania",1500000US421010306001,1397
"Block Group 3, Census Tract 306, Philadelphia County, Pennsylvania",1500000US421010306003,1901
"Block Group 4, Census Tract 306, Philadelphia County, Pennsylvania",1500000US421010306004,2009
"Block Group 2, Census Tract 307, Philadelphia County, Pennsylvania",1500000US421010307002,744
"Block Group 3, Census Tract 307, Philadelphia County, Pennsylvania",1500000US421010307003,1741
"Block Group 2, Census Tract 308, Philadelphia County, Pennsylvania",1500000US421010308002,1042
"Block Group 3, Census Tract 308, Philadelphia County, Pennsylvania",1500000US421010308003,1818
"Block Group 1, Census Tract 309, Philadelphia County, Pennsylvania",1500000US421010309001,1817
"Block Group 2, Census Tract 309, Philadelphia County, Pennsylvania",1500000US421010309002,986
"Block Group 3, Census Tract 309, Philadelphia County, Pennsylvania",1500000US421010309003,1334
"Block Group 2, Census Tract 310, Philadelphia County, Pennsylvania",1500000US421010310002,2135
"Block Group 3, Census Tract 310, Philadelphia County, Pennsylvania",1500000US421010310003,1355
"Block Group 1, Census Tract 311.01, Philadelphia County, Pennsylvania",1500000US421010311011,1325
"Block Group 2, Census Tract 311.01, Philadelphia County, Pennsylvania",1500000US421010311012,850
"Block Group 4, Census Tract 311.01, Philadelphia County, Pennsylvania",1500000US421010311014,1599
"Block Group 1, Census Tract 311.02, Philadelphia County, Pennsylvania",1500000US421010311021,857
"Block Group 3, Census Tract 311.02, Philadelphia County, Pennsylvania",1500000US421010311023,1222
"Block Group 4, Census Tract 311.02, Philadelphia County, Pennsylvania",1500000US421010311024,1630
"Block Group 2, Census Tract 312, Philadelphia County, Pennsylvania",1500000US421010312002,2163
"Block Group 3, Census Tract 312, Philadelphia County, Pennsylvania",1500000US421010312003,1451
"Block Group 2, Census Tract 313, Philadelphia County, Pennsylvania",1500000US421010313002,2853
"Block Group 3, Census Tract 313, Philadelphia County, Pennsylvania",1500000US421010313003,1806
"Block Group 1, Census Tract 314.01, Philadelphia County, Pennsylvania",1500000US421010314011,2955
"Block Group 2, Census Tract 314.01, Philadelphia County, Pennsylvania",1500000US421010314012,1684
"Block Group 3, Census Tract 314.01, Philadelphia County, Pennsylvania",1500000US421010314013,2817
"Block Group 1, Census Tract 314.02, Philadelphia County, Pennsylvania",1500000US421010314021,1482
"Block Group 2, Census Tract 314.02, Philadelphia County, Pennsylvania",1500000US421010314022,1748
"Block Group 3, Census Tract 314.02, Philadelphia County, Pennsylvania",1500000US421010314023,2726
"Block Group 1, Census Tract 315.01, Philadelphia County, Pennsylvania",1500000US421010315011,1661
"Block Group 2, Census Tract 315.01, Philadelphia County, Pennsylvania",1500000US421010315012,3703
"Block Group 3, Census Tract 315.01, Philadelphia County, Pennsylvania",1500000US421010315013,2017
"Block Group 1, Census Tract 315.02, Philadelphia County, Pennsylvania",1500000US421010315021,2261
"Block Group 2, Census Tract 315.02, Philadelphia County, Pennsylvania",1500000US421010315022,989
"Block Group 3, Census Tract 315.02, Philadelphia County, Pennsylvania",1500000US421010315023,1496
"Block Group 5, Census Tract 9703, Warren County, Pennsylvania",1500000US421239703005,572
"Block Group 2, Census Tract 9704, Warren County, Pennsylvania",1500000US421239704002,685
"Block Group 3, Census Tract 9704, Warren County, Pennsylvania",1500000US421239704003,780
"Block Group 1, Census Tract 9705, Warren County, Pennsylvania",1500000US421239705001,849
"Block Group 2, Census Tract 9705, Warren County, Pennsylvania",1500000US421239705002,773
"Block Group 4, Census Tract 9705, Warren County, Pennsylvania",1500000US421239705004,881
"Block Group 1, Census Tract 9706, Warren County, Pennsylvania",1500000US421239706001,767
"Block Group 3, Census Tract 9706, Warren County, Pennsylvania",1500000US421239706003,1004
"Block Group 4, Census Tract 9706, Warren County, Pennsylvania",1500000US421239706004,910
"Block Group 2, Census Tract 9707, Warren County, Pennsylvania",1500000US421239707002,1374
"Block Group 1, Census Tract 9708, Warren County, Pennsylvania",1500000US421239708001,1342
"Block Group 3, Census Tract 9708, Warren County, Pennsylvania",1500000US421239708003,707
"Block Group 4, Census Tract 9708, Warren County, Pennsylvania",1500000US421239708004,602
"Block Group 2, Census Tract 9709, Warren County, Pennsylvania",1500000US421239709002,800
"Block Group 3, Census Tract 9709, Warren County, Pennsylvania",1500000US421239709003,563
"Block Group 5, Census Tract 9709, Warren County, Pennsylvania",1500000US421239709005,595
"Block Group 1, Census Tract 9710, Warren County, Pennsylvania",1500000US421239710001,958
"Block Group 1, Census Tract 9711, Warren County, Pennsylvania",1500000US421239711001,641
"Block Group 2, Census Tract 9711, Warren County, Pennsylvania",1500000US421239711002,831
"Block Group 4, Census Tract 9711, Warren County, Pennsylvania",1500000US421239711004,1007
"Block Group 1, Census Tract 9712, Warren County, Pennsylvania",1500000US421239712001,492
"Block Group 3, Census Tract 9712, Warren County, Pennsylvania",1500000US421239712003,1011
"Block Group 1, Census Tract 9714, Warren County, Pennsylvania",1500000US421239714001,626
"Block Group 2, Census Tract 9714, Warren County, Pennsylvania",1500000US421239714002,427
"Block Group 3, Census Tract 9714, Warren County, Pennsylvania",1500000US421239714003,545
"Block Group 1, Census Tract 7041, Washington County, Pennsylvania",1500000US421257041001,1083
"Block Group 2, Census Tract 7041, Washington County, Pennsylvania",1500000US421257041002,618
"Block Group 1, Census Tract 7110, Washington County, Pennsylvania",1500000US421257110001,1247
"Block Group 2, Census Tract 7110, Washington County, Pennsylvania",1500000US421257110002,1169
"Block Group 3, Census Tract 7110, Washington County, Pennsylvania",1500000US421257110003,1119
"Block Group 1, Census Tract 7127, Washington County, Pennsylvania",1500000US421257127001,733
"Block Group 2, Census Tract 7127, Washington County, Pennsylvania",1500000US421257127002,692
"Block Group 1, Census Tract 7137, Washington County, Pennsylvania",1500000US421257137001,1398
"Block Group 2, Census Tract 7137, Washington County, Pennsylvania",1500000US421257137002,1504
"Block Group 3, Census Tract 7137, Washington County, Pennsylvania",1500000US421257137003,1331
"Block Group 1, Census Tract 7140, Washington County, Pennsylvania",1500000US421257140001,614
"Block Group 3, Census Tract 7140, Washington County, Pennsylvania",1500000US421257140003,924
"Block Group 1, Census Tract 7157, Washington County, Pennsylvania",1500000US421257157001,786
"Block Group 1, Census Tract 7210, Washington County, Pennsylvania",1500000US421257210001,961
"Block Group 2, Census Tract 7210, Washington County, Pennsylvania",1500000US421257210002,1371
"Block Group 4, Census Tract 238.21, York County, Pennsylvania",1500000US421330238214,1916
"Block Group 1, Census Tract 238.23, York County, Pennsylvania",1500000US421330238231,831
"Block Group 3, Census Tract 238.23, York County, Pennsylvania",1500000US421330238233,2603
"Block Group 1, Census Tract 238.24, York County, Pennsylvania",1500000US421330238241,1544
"Block Group 1, Census Tract 239.02, York County, Pennsylvania",1500000US421330239021,1542
"Block Group 1, Census Tract 239.03, York County, Pennsylvania",1500000US421330239031,1081
"Block Group 2, Census Tract 239.03, York County, Pennsylvania",1500000US421330239032,2150
"Block Group 2, Census Tract 239.04, York County, Pennsylvania",1500000US421330239042,1828
"Block Group 1, Census Tract 240.01, York County, Pennsylvania",1500000US421330240011,1769
"Block Group 3, Census Tract 240.01, York County, Pennsylvania",1500000US421330240013,707
"Block Group 4, Census Tract 240.01, York County, Pennsylvania",1500000US421330240014,707
"Block Group 2, Census Tract 240.02, York County, Pennsylvania",1500000US421330240022,1401
"Block Group 2, Census Tract 4801.01, Allegheny County, Pennsylvania",1500000US420034801012,1121
"Block Group 3, Census Tract 4801.01, Allegheny County, Pennsylvania",1500000US420034801013,1777
"Block Group 1, Census Tract 4801.02, Allegheny County, Pennsylvania",1500000US420034801021,1066
"Block Group 2, Census Tract 4801.02, Allegheny County, Pennsylvania",1500000US420034801022,1215
"Block Group 1, Census Tract 4802, Allegheny County, Pennsylvania",1500000US420034802001,2253
"Block Group 2, Census Tract 4802, Allegheny County, Pennsylvania",1500000US420034802002,739
"Block Group 1, Census Tract 4803, Allegheny County, Pennsylvania",1500000US420034803001,693
"Block Group 2, Census Tract 4803, Allegheny County, Pennsylvania",1500000US420034803002,1537
"Block Group 1, Census Tract 4804, Allegheny County, Pennsylvania",1500000US420034804001,1274
"Block Group 2, Census Tract 4804, Allegheny County, Pennsylvania",1500000US420034804002,1044
"Block Group 4, Census Tract 4804, Allegheny County, Pennsylvania",1500000US420034804004,1112
"Block Group 1, Census Tract 4810, Allegheny County, Pennsylvania",1500000US420034810001,853
"Block Group 3, Census Tract 4810, Allegheny County, Pennsylvania",1500000US420034810003,1046
"Block Group 4, Census Tract 4810, Allegheny County, Pennsylvania",1500000US420034810004,669
"Block Group 1, Census Tract 4838, Allegheny County, Pennsylvania",1500000US420034838001,649
"Block Group 2, Census Tract 4838, Allegheny County, Pennsylvania",1500000US420034838002,1353
"Block Group 1, Census Tract 4843, Allegheny County, Pennsylvania",1500000US420034843001,1001
"Block Group 2, Census Tract 4843, Allegheny County, Pennsylvania",1500000US420034843002,1086
"Block Group 1, Census Tract 4845, Allegheny County, Pennsylvania",1500000US420034845001,1744
"Block Group 2, Census Tract 4845, Allegheny County, Pennsylvania",1500000US420034845002,946
"Block Group 4, Census Tract 4845, Allegheny County, Pennsylvania",1500000US420034845004,1823
"Block Group 1, Census Tract 4846, Allegheny County, Pennsylvania",1500000US420034846001,904
"Block Group 1, Census Tract 4850, Allegheny County, Pennsylvania",1500000US420034850001,1179
"Block Group 1, Census Tract 4867, Allegheny County, Pennsylvania",1500000US420034867001,1512
"Block Group 1, Census Tract 4868, Allegheny County, Pennsylvania",1500000US420034868001,675
"Block Group 2, Census Tract 4868, Allegheny County, Pennsylvania",1500000US420034868002,978
"Block Group 2, Census Tract 4869, Allegheny County, Pennsylvania",1500000US420034869002,681
"Block Group 1, Census Tract 4870, Allegheny County, Pennsylvania",1500000US420034870001,633
"Block Group 1, Census Tract 4881, Allegheny County, Pennsylvania",1500000US420034881001,1013
"Block Group 2, Census Tract 4881, Allegheny County, Pennsylvania",1500000US420034881002,1136
"Block Group 2, Census Tract 4882, Allegheny County, Pennsylvania",1500000US420034882002,626
"Block Group 3, Census Tract 4882, Allegheny County, Pennsylvania",1500000US420034882003,1003
"Block Group 1, Census Tract 4883, Allegheny County, Pennsylvania",1500000US420034883001,1060
"Block Group 2, Census Tract 4883, Allegheny County, Pennsylvania",1500000US420034883002,948
"Block Group 1, Census Tract 4884, Allegheny County, Pennsylvania",1500000US420034884001,1055
"Block Group 2, Census Tract 4884, Allegheny County, Pennsylvania",1500000US420034884002,963
"Block Group 3, Census Tract 4884, Allegheny County, Pennsylvania",1500000US420034884003,895
"Block Group 4, Census Tract 4884, Allegheny County, Pennsylvania",1500000US420034884004,1736
"Block Group 1, Census Tract 4885, Allegheny County, Pennsylvania",1500000US420034885001,824
"Block Group 2, Census Tract 4885, Allegheny County, Pennsylvania",1500000US420034885002,1286
"Block Group 1, Census Tract 136, Berks County, Pennsylvania",1500000US420110136001,1125
"Block Group 3, Census Tract 136, Berks County, Pennsylvania",1500000US420110136003,1808
"Block Group 1, Census Tract 137.01, Berks County, Pennsylvania",1500000US420110137011,1800
"Block Group 1, Census Tract 137.02, Berks County, Pennsylvania",1500000US420110137021,1107
"Block Group 2, Census Tract 137.02, Berks County, Pennsylvania",1500000US420110137022,1360
"Block Group 1, Census Tract 138, Berks County, Pennsylvania",1500000US420110138001,964
"Block Group 2, Census Tract 138, Berks County, Pennsylvania",1500000US420110138002,1949
"Block Group 1, Census Tract 139.01, Berks County, Pennsylvania",1500000US420110139011,1808
"Block Group 2, Census Tract 139.01, Berks County, Pennsylvania",1500000US420110139012,2489
"Block Group 2, Census Tract 139.02, Berks County, Pennsylvania",1500000US420110139022,1845
"Block Group 1, Census Tract 140, Berks County, Pennsylvania",1500000US420110140001,1835
"Block Group 3, Census Tract 140, Berks County, Pennsylvania",1500000US420110140003,1193
"Block Group 1, Census Tract 141.01, Berks County, Pennsylvania",1500000US420110141011,1036
"Block Group 1, Census Tract 141.02, Berks County, Pennsylvania",1500000US420110141021,1166
"Block Group 2, Census Tract 141.02, Berks County, Pennsylvania",1500000US420110141022,1886
"Block Group 1, Census Tract 142.01, Berks County, Pennsylvania",1500000US420110142011,610
"Block Group 2, Census Tract 142.01, Berks County, Pennsylvania",1500000US420110142012,2461
"Block Group 2, Census Tract 142.02, Berks County, Pennsylvania",1500000US420110142022,1767
"Block Group 3, Census Tract 142.02, Berks County, Pennsylvania",1500000US420110142023,645
"Block Group 2, Census Tract 101.01, Blair County, Pennsylvania",1500000US420130101012,907
"Block Group 3, Census Tract 101.01, Blair County, Pennsylvania",1500000US420130101013,1187
"Block Group 1, Census Tract 101.02, Blair County, Pennsylvania",1500000US420130101021,1433
"Block Group 2, Census Tract 101.02, Blair County, Pennsylvania",1500000US420130101022,701
"Block Group 1, Census Tract 101.03, Blair County, Pennsylvania",1500000US420130101031,1174
"Block Group 2, Census Tract 101.03, Blair County, Pennsylvania",1500000US420130101032,1454
"Block Group 1, Census Tract 104.01, Blair County, Pennsylvania",1500000US420130104011,1008
"Block Group 2, Census Tract 104.01, Blair County, Pennsylvania",1500000US420130104012,819
"Block Group 1, Census Tract 104.03, Blair County, Pennsylvania",1500000US420130104031,1848
"Block Group 2, Census Tract 104.03, Blair County, Pennsylvania",1500000US420130104032,759
"Block Group 1, Census Tract 104.04, Blair County, Pennsylvania",1500000US420130104041,1364
"Block Group 2, Census Tract 104.04, Blair County, Pennsylvania",1500000US420130104042,1484
